cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
16480.758754726638,42.281,0.26669292834451863,74.99999999999989,2.0404071236888177e-5,8.486422280201046,8.543680018002405,0,-7.580061778907535e-7,OPTIMAL,479527.93466089066
