cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
24616.248752811247,57.703,0.0,74.99999999999989,3.7500000924238677,8.207076328073693,8.28829924337079,0,0.0,OPTIMAL,445783.2315376541
