cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
2408.979691065188,56.687,6.0002448990874075,74.99999999999989,3.7499954313771857,0.8749512304317478,0.9251074082431598,0,-4.938885567160902e-7,OPTIMAL,482701.59585130686
