cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
2793.8605007292285,13.688,1.7880734639747704,0.0,0.0,10.223684833175732,10.223683397598268,0,0.02917525441094382,OPTIMAL,456818.7348937709
