cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1813.3284712105738,12.671,0.0,0.0,0.0,9.931511496454812,9.931511480842943,0,0.0,OPTIMAL,442751.31057090836
