cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
780.3466142316062,13.406,6.802075459814033,0.0,0.0,3.977443772677366,3.977442810081527,0,0.08303981530659055,OPTIMAL,482469.01300927287
