cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1147.960065685139,11.11,2.623638996585673,0.0,0.0,7.100838003170127,7.100837369619551,0,0.1040764755275787,OPTIMAL,483156.25558013964
