cost,time,Pg,B,R,P0,P_rsrv,B_rsrv,P_cul,status
-178.0679882558756,0.9548659324645996,0.6139372389299683,3,0.010000120061894165,-0.3466672088049196,0,0,0.1347651991575235,OPTIMAL
