cost,time,Pg,B,R,P0,P_rsrv,B_rsrv,P_cul,status
-70.56816226812843,0.8162670135498047,0.5231769067181924,2.927999999999999,0.009999864014030406,-0.24243584271256763,0,0,0.09908241530684092,OPTIMAL
