feeder_1,feeder_2,feeder_3
1.0200538294201738,1.020151202198989,1.0200538294201738
0.9973668262146729,0.9975250080838208,0.9973668262146729
0.9976160605188031,0.9977287017275508,0.9976160605188031
0.9976063526413932,0.9977639259793654,0.9976063526413932
0.997891277999478,0.9980043452665021,0.997891277999478
0.997304685787514,0.9974325827947589,0.997304685787514
0.9977343951581776,0.997864477456004,0.9977343951581776
0.9972805631317947,0.9974752185900301,0.9972805631317947
0.9978331115651022,0.9980495104788424,0.9978331115651022
0.9973514348636321,0.9975659258186798,0.9973514348636321
0.997705167554949,0.9978138420456801,0.997705167554949
0.9979422211179678,0.9980566067648889,0.9979422211179678
0.9974048475694922,0.9975409461774128,0.9974048475694922
0.997266431462412,0.9974580677911845,0.997266431462412
0.9974476950035833,0.997554908322696,0.9974476950035833
0.9974389991539694,0.9975461004630678,0.9974389991539694
0.9976492428616064,0.9978122939773539,0.9976492428616064
0.9976565180390257,0.9978028159257258,0.9976565180390257
0.9975268804345788,0.997690026568692,0.9975268804345788
0.9976661170111851,0.9978026072627089,0.9976661170111851
0.997725025278456,0.9978027927050958,0.997725025278456
0.9976636229103296,0.9977418113801223,0.9976636229103296
0.9977510074966824,0.9979459469876432,0.9977510074966824
0.997817494197462,0.9980134923782148,0.997817494197462
0.9980043999264592,0.9980857525137996,0.9980043999264592
0.9980473202346868,0.9981593182906976,0.9980473202346868
0.997848597079256,0.998034638677524,0.997848597079256
0.9980081774324789,0.9981208780828822,0.9980081774324789
0.9981940967397123,0.9983050653943256,0.9981940967397123
0.9982254614552609,0.9983964648689371,0.9982254614552609
0.9983408183328926,0.998510937598417,0.9983408183328926
0.9984671770407151,0.9985834047573665,0.9984671770407151
0.9983247874607195,0.9984651918354149,0.9983247874607195
0.9985984956742487,0.9986861814680974,0.9985984956742487
0.9984405108688876,0.998600195598714,0.9984405108688876
0.9985160402909583,0.9986331531564986,0.9985160402909583
0.9986328738857784,0.9988365729872681,0.9986328738857784
0.9986746665968206,0.9988052228241816,0.9986746665968206
0.9986708320529866,0.998875785351291,0.9986708320529866
0.9987532897598262,0.9988733602229887,0.9987532897598262
0.9987581239816598,0.9989327457336595,0.9987581239816598
0.9991269732196042,0.9992491837247663,0.9991269732196042
0.9989258246982123,0.9990499869662757,0.9989258246982123
0.9989461774979788,0.9991538937864343,0.9989461774979788
0.999073272570754,0.9991644092495161,0.999073272570754
0.9990511574414137,0.9992602203677389,0.9990511574414137
0.9992279855701184,0.9993213287764581,0.9992279855701184
0.9990049256223962,0.9992129112417699,0.9990049256223962
0.9991040363539696,0.9991966292820417,0.9991040363539696
0.9991475030431956,0.999320234798733,0.9991475030431956
0.9994044676223225,0.999499438908389,0.9994044676223225
0.9993439893088658,0.9995535030426057,0.9993439893088658
0.9993801677574004,0.9995334487827343,0.9993801677574004
0.9993024765687846,0.9993979547245229,0.9993024765687846
0.999439791300837,0.9995823881714385,0.999439791300837
0.9996067526431511,0.9997621493380942,0.9996067526431511
0.9996537110429471,0.9998096424290371,0.9996537110429471
0.9997125026104932,0.9998692191639377,0.9997125026104932
0.9997622860718588,0.9999491668652726,0.9997622860718588
0.9997515770576142,0.999966624085371,0.9997515770576142
0.9998717958128817,1.0000134508680938,0.9998717958128817
0.9997151178746184,0.9998429638931237,0.9997151178746184
0.9997433687300291,0.9999587048099938,0.9997433687300291
0.9998351983880223,0.9999653581267864,0.9998351983880223
0.9999476858042984,1.0001335282489772,0.9999476858042984
0.9999427220974173,1.0001289715685004,0.9999427220974173
1.0000430231866904,1.0001441993451123,1.0000430231866904
0.9999960119643156,1.0000970094920392,0.9999960119643156
0.9999422176361809,1.0001594059253636,0.9999422176361809
1.000002486052025,1.0001729904950327,1.000002486052025
0.9999892684097336,1.0002068739655874,0.9999892684097336
1.00015514394398,1.0003160759469412,1.00015514394398
1.0000833884891511,1.000243950755567,1.0000833884891511
1.0001374041619802,1.0002409111278479,1.0001374041619802
1.0002359593766585,1.0004168694212732,1.0002359593766585
1.000026034774196,1.0001590063828765,1.000026034774196
1.0002630317776615,1.000435472003078,1.0002630317776615
1.0001953582421703,1.0003832024987425,1.0001953582421703
1.0001230178930052,1.000311987543104,1.0001230178930052
1.0001108391402531,1.000270723251834,1.0001108391402531
1.0002779454489217,1.0004401225126238,1.0002779454489217
1.0002976181010377,1.0004020599433925,1.0002976181010377
1.000225979598719,1.0003296062058238,1.000225979598719
1.0002280885954962,1.0004482561793266,1.0002280885954962
1.0001681756517569,1.000387749668165,1.0001681756517569
1.0004036488465597,1.0005393033640335,1.0004036488465597
1.0002767318435122,1.0003814654105307,1.0002767318435122
1.0002939710245304,1.0004764330969376,1.0002939710245304
1.0003546649778148,1.0004878216283177,1.0003546649778148
1.0003305101516338,1.0004804187820786,1.0003305101516338
1.0003827276972568,1.000604729675104,1.0003827276972568
1.0003610370841265,1.000494513634611,1.0003610370841265
1.000411737426344,1.0005169144468995,1.000411737426344
