cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status
1303.4127345443303,32.797,8.494127792806637,0.1060554946275456,-3.7484299868263604,1.749262005819056,5.497697906477539,0,1.5137355795502572e-6,OPTIMAL
