cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status
1185.7535579314167,9.844,0.6255782714778627,0.0,0.0,8.384374249341304,8.384374096185617,0,0.0005065693000071425,OPTIMAL
