feeder_1,feeder_2,feeder_3
1.0185756647176463,1.0186252114101668,1.0185756647176463
1.0128787371260317,1.0128915786180597,1.0128787371260317
1.0129994692591182,1.0130161785300291,1.0129994692591182
1.0127544697586897,1.0128019638361765,1.0127544697586897
1.0127520815180315,1.012842851735138,1.0127520815180315
1.0129520929879168,1.0130090196846706,1.0129520929879168
1.0128169312193476,1.012833924694478,1.0128169312193476
1.0129378826959745,1.0130256735745151,1.0129378826959745
1.0129187937283624,1.0129162173218742,1.0129187937283624
1.0129885075807514,1.0130675670493718,1.0129885075807514
1.0130693965155586,1.0131341210188751,1.0130693965155586
1.0128590303977618,1.0129437577063996,1.0128590303977618
1.0130303882505647,1.0130772473753251,1.0130303882505647
1.013069061988547,1.0131161664808948,1.013069061988547
1.0131052163469545,1.0131528497676032,1.0131052163469545
1.0130563543259354,1.0131035095545702,1.0130563543259354
1.0130708770430745,1.0131183407997297,1.0130708770430745
1.0131751382757281,1.0132232578774745,1.0131751382757281
1.0132285766287028,1.013277113787102,1.0132285766287028
1.013261087474161,1.0133100232173036,1.013261087474161
1.0132526593628064,1.0133013947499832,1.0132526593628064
1.0132822224860751,1.013340770493731,1.0132822224860751
1.013336992634996,1.0133769567830186,1.013336992634996
1.013340944655807,1.0133905447591267,1.013340944655807
1.013513620819492,1.0135645257528194,1.013513620819492
1.0134153277602356,1.0134658324626762,1.0134153277602356
1.0135138991566328,1.0135652722957325,1.0135138991566328
1.013571915897847,1.0136235259771154,1.013571915897847
1.0133918102333008,1.013442241946915,1.0133918102333008
1.0134942785529766,1.0135451153812305,1.0134942785529766
1.0135094905492636,1.013560390609587,1.0135094905492636
1.0134936796078267,1.013544472960456,1.0134936796078267
1.0134456665204215,1.013496096249299,1.0134456665204215
1.013656688542605,1.0137089237692425,1.013656688542605
1.0136860765605589,1.0137384546627708,1.0136860765605589
1.0135670084820563,1.0136185266889897,1.0135670084820563
1.013664129299455,1.0137164723641847,1.013664129299455
1.0135405317907147,1.0135922442380616,1.0135405317907147
1.0137712813900626,1.013824600154868,1.0137712813900626
1.0136434798987237,1.0136961633788244,1.0136434798987237
1.0137003369468884,1.0137535786014176,1.0137003369468884
1.0137488621022763,1.013801634776181,1.0137488621022763
1.0136813229549497,1.0137336377008521,1.0136813229549497
1.0138366717813105,1.0138901233960003,1.0138366717813105
1.013802382349984,1.013855794712702,1.013802382349984
1.013758267212714,1.013811440838608,1.013758267212714
1.0137067855624136,1.0137758405424335,1.0137067855624136
1.0138891240091472,1.0139273003370217,1.0138891240091472
1.013746126981787,1.0137992859848572,1.013746126981787
1.0138285862999217,1.0138822290200111,1.0138285862999217
1.013836969153531,1.0138908338517938,1.013836969153531
