"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"05/29/2019 05:30:00","HUD VL",61758,16.71,1.22,0.00
"05/29/2019 05:30:00","LONGIL",61762,17.29,1.81,0.00
"05/29/2019 05:30:00","MHK VL",61756,15.65,0.17,0.00
"05/29/2019 05:30:00","MILLWD",61759,16.85,1.36,0.00
"05/29/2019 05:30:00","N.Y.C.",61761,16.98,1.50,0.00
"05/29/2019 05:30:00","NORTH",61755,15.11,-0.37,0.00
"05/29/2019 05:30:00","NPX",61845,16.55,1.07,0.00
"05/29/2019 05:30:00","O H",61846,14.37,-1.11,0.00
"05/29/2019 05:30:00","PJM",61847,15.76,0.28,0.00
"05/29/2019 05:30:00","WEST",61752,14.63,-0.85,0.00
"05/29/2019 05:35:00","CAPITL",61757,16.69,1.02,0.00
"05/29/2019 05:35:00","CENTRL",61754,15.71,0.03,0.00
"05/29/2019 05:35:00","DUNWOD",61760,17.05,1.38,0.00
"05/29/2019 05:35:00","GENESE",61753,14.97,-0.71,0.00
"05/29/2019 05:35:00","H Q",61844,15.33,-0.34,0.00
"05/29/2019 05:35:00","HUD VL",61758,16.91,1.24,0.00
"05/29/2019 05:35:00","LONGIL",61762,17.51,1.83,0.00
"05/29/2019 05:35:00","MHK VL",61756,15.86,0.19,0.00
"05/29/2019 05:35:00","MILLWD",61759,17.04,1.36,0.00
"05/29/2019 05:35:00","N.Y.C.",61761,17.18,1.50,0.00
"05/29/2019 05:35:00","NORTH",61755,15.30,-0.38,0.00
"05/29/2019 05:35:00","NPX",61845,16.76,1.08,0.00
"05/29/2019 05:35:00","O H",61846,14.59,-1.08,0.00
"05/29/2019 05:35:00","PJM",61847,15.99,0.31,0.00
"05/29/2019 05:35:00","WEST",61752,14.88,-0.80,0.00
"05/29/2019 05:40:00","CAPITL",61757,22.38,1.39,0.00
"05/29/2019 05:40:00","CENTRL",61754,21.03,0.04,0.00
"05/29/2019 05:40:00","DUNWOD",61760,22.82,1.83,0.00
"05/29/2019 05:40:00","GENESE",61753,20.07,-0.92,0.00
"05/29/2019 05:40:00","H Q",61844,20.53,-0.46,0.00
"05/29/2019 05:40:00","HUD VL",61758,22.63,1.64,0.00
"05/29/2019 05:40:00","LONGIL",61762,23.42,2.43,0.00
"05/29/2019 05:40:00","MHK VL",61756,21.22,0.23,0.00
"05/29/2019 05:40:00","MILLWD",61759,22.82,1.83,0.00
"05/29/2019 05:40:00","N.Y.C.",61761,22.99,2.00,0.00
"05/29/2019 05:40:00","NORTH",61755,20.49,-0.50,0.00
"05/29/2019 05:40:00","NPX",61845,22.44,1.45,0.00
"05/29/2019 05:40:00","O H",61846,19.54,-1.45,0.00
"05/29/2019 05:40:00","PJM",61847,21.39,0.40,0.00
"05/29/2019 05:40:00","WEST",61752,19.92,-1.07,0.00
"05/29/2019 05:45:00","CAPITL",61757,17.10,1.06,0.00
"05/29/2019 05:45:00","CENTRL",61754,16.06,0.02,0.00
"05/29/2019 05:45:00","DUNWOD",61760,17.45,1.41,0.00
"05/29/2019 05:45:00","GENESE",61753,15.32,-0.72,0.00
"05/29/2019 05:45:00","H Q",61844,15.70,-0.34,0.00
"05/29/2019 05:45:00","HUD VL",61758,17.31,1.27,0.00
"05/29/2019 05:45:00","LONGIL",61762,17.93,1.89,0.00
"05/29/2019 05:45:00","MHK VL",61756,16.22,0.18,0.00
"05/29/2019 05:45:00","MILLWD",61759,17.43,1.39,0.00
"05/29/2019 05:45:00","N.Y.C.",61761,17.58,1.54,0.00
"05/29/2019 05:45:00","NORTH",61755,15.65,-0.39,0.00
"05/29/2019 05:45:00","NPX",61845,17.15,1.11,0.00
"05/29/2019 05:45:00","O H",61846,14.87,-1.17,0.00
"05/29/2019 05:45:00","PJM",61847,16.30,0.26,0.00
"05/29/2019 05:45:00","WEST",61752,15.16,-0.88,0.00
"05/29/2019 05:50:00","CAPITL",61757,16.10,0.98,0.00
"05/29/2019 05:50:00","CENTRL",61754,15.16,0.05,0.00
"05/29/2019 05:50:00","DUNWOD",61760,16.42,1.30,0.00
"05/29/2019 05:50:00","GENESE",61753,14.45,-0.66,0.00
"05/29/2019 05:50:00","H Q",61844,14.80,-0.32,0.00
"05/29/2019 05:50:00","HUD VL",61758,16.30,1.18,0.00
"05/29/2019 05:50:00","LONGIL",61762,16.90,1.77,-0.02
"05/29/2019 05:50:00","MHK VL",61756,15.30,0.18,0.00
"05/29/2019 05:50:00","MILLWD",61759,16.42,1.30,0.00
"05/29/2019 05:50:00","N.Y.C.",61761,16.56,1.44,0.00
"05/29/2019 05:50:00","NORTH",61755,14.77,-0.35,0.00
"05/29/2019 05:50:00","NPX",61845,14.75,1.01,1.39
"05/29/2019 05:50:00","O H",61846,14.08,-1.04,0.00
"05/29/2019 05:50:00","PJM",61847,15.39,0.27,0.00
"05/29/2019 05:50:00","WEST",61752,14.33,-0.79,0.00
"05/29/2019 05:55:00","CAPITL",61757,16.10,0.97,0.00
"05/29/2019 05:55:00","CENTRL",61754,15.19,0.06,0.00
"05/29/2019 05:55:00","DUNWOD",61760,16.44,1.30,0.00
"05/29/2019 05:55:00","GENESE",61753,14.50,-0.64,0.00
"05/29/2019 05:55:00","H Q",61844,14.82,-0.32,0.00
"05/29/2019 05:55:00","HUD VL",61758,16.30,1.17,0.00
"05/29/2019 05:55:00","LONGIL",61762,16.89,1.75,0.00
"05/29/2019 05:55:00","MHK VL",61756,15.32,0.18,0.00
"05/29/2019 05:55:00","MILLWD",61759,16.44,1.30,0.00
"05/29/2019 05:55:00","N.Y.C.",61761,16.57,1.44,0.00
"05/29/2019 05:55:00","NORTH",61755,14.79,-0.35,0.00
"05/29/2019 05:55:00","NPX",61845,14.76,1.01,1.39
"05/29/2019 05:55:00","O H",61846,14.12,-1.01,0.00
"05/29/2019 05:55:00","PJM",61847,15.42,0.29,0.00
"05/29/2019 05:55:00","WEST",61752,14.39,-0.74,0.00
"05/29/2019 06:00:00","CAPITL",61757,-509.00,-31.05,0.00
"05/29/2019 06:00:00","CENTRL",61754,-481.32,-3.37,0.00
"05/29/2019 06:00:00","DUNWOD",61760,-519.06,-41.11,0.00
"05/29/2019 06:00:00","GENESE",61753,-461.70,16.25,0.00
"05/29/2019 06:00:00","H Q",61844,-467.43,10.52,0.00
"05/29/2019 06:00:00","HUD VL",61758,-514.75,-36.80,0.00
"05/29/2019 06:00:00","LONGIL",61762,-530.05,-52.10,0.00
"05/29/2019 06:00:00","MHK VL",61756,-484.15,-6.20,0.00
"05/29/2019 06:00:00","MILLWD",61759,-519.06,-41.11,0.00
"05/29/2019 06:00:00","N.Y.C.",61761,-523.38,-45.43,0.00
"05/29/2019 06:00:00","NORTH",61755,-466.47,11.48,0.00
"05/29/2019 06:00:00","NPX",61845,-511.85,-32.52,1.39
"05/29/2019 06:00:00","O H",61846,-451.66,26.29,0.00
"05/29/2019 06:00:00","PJM",61847,-489.90,-11.95,0.00
"05/29/2019 06:00:00","WEST",61752,-460.76,17.19,0.00
"05/29/2019 06:05:00","CAPITL",61757,15.88,1.00,0.00
"05/29/2019 06:05:00","CENTRL",61754,14.98,0.09,0.00
"05/29/2019 06:05:00","DUNWOD",61760,16.21,1.32,0.00
"05/29/2019 06:05:00","GENESE",61753,14.31,-0.58,0.00
"05/29/2019 06:05:00","H Q",61844,14.54,-0.34,0.00
"05/29/2019 06:05:00","HUD VL",61758,16.08,1.19,0.00
"05/29/2019 06:05:00","LONGIL",61762,16.46,1.58,0.00
"05/29/2019 06:05:00","MHK VL",61756,15.08,0.19,0.00
"05/29/2019 06:05:00","MILLWD",61759,16.21,1.32,0.00
"05/29/2019 06:05:00","N.Y.C.",61761,16.36,1.47,0.00
"05/29/2019 06:05:00","NORTH",61755,14.51,-0.37,0.00
"05/29/2019 06:05:00","NPX",61845,17.37,1.07,-1.41
"05/29/2019 06:05:00","O H",61846,13.95,-0.94,0.00
"05/29/2019 06:05:00","PJM",61847,15.24,0.36,0.00
"05/29/2019 06:05:00","WEST",61752,14.23,-0.65,0.00
"05/29/2019 06:10:00","CAPITL",61757,14.67,0.95,0.00
"05/29/2019 06:10:00","CENTRL",61754,13.76,0.03,0.00
"05/29/2019 06:10:00","DUNWOD",61760,15.00,1.28,0.00
"05/29/2019 06:10:00","GENESE",61753,13.10,-0.63,0.00
"05/29/2019 06:10:00","H Q",61844,13.41,-0.32,0.00
"05/29/2019 06:10:00","HUD VL",61758,14.87,1.14,0.00
"05/29/2019 06:10:00","LONGIL",61762,15.27,1.54,0.00
"05/29/2019 06:10:00","MHK VL",61756,13.91,0.18,0.00
"05/29/2019 06:10:00","MILLWD",61759,14.99,1.26,0.00
"05/29/2019 06:10:00","N.Y.C.",61761,15.15,1.41,0.00
"05/29/2019 06:10:00","NORTH",61755,13.40,-0.33,0.00
"05/29/2019 06:10:00","NPX",61845,16.16,1.02,-1.41
"05/29/2019 06:10:00","O H",61846,12.66,-1.07,0.00
"05/29/2019 06:10:00","PJM",61847,13.96,0.23,0.00
"05/29/2019 06:10:00","WEST",61752,12.90,-0.82,0.00
"05/29/2019 06:15:00","CAPITL",61757,15.86,1.05,0.00
"05/29/2019 06:15:00","CENTRL",61754,14.83,0.01,0.00
"05/29/2019 06:15:00","DUNWOD",61760,16.20,1.39,0.00
"05/29/2019 06:15:00","GENESE",61753,14.10,-0.71,0.00
"05/29/2019 06:15:00","H Q",61844,14.47,-0.34,0.00
"05/29/2019 06:15:00","HUD VL",61758,16.07,1.26,0.00
"05/29/2019 06:15:00","LONGIL",61762,16.50,1.69,0.00
"05/29/2019 06:15:00","MHK VL",61756,15.02,0.21,0.00
"05/29/2019 06:15:00","MILLWD",61759,16.20,1.39,0.00
"05/29/2019 06:15:00","N.Y.C.",61761,16.36,1.54,0.00
"05/29/2019 06:15:00","NORTH",61755,14.46,-0.36,0.00
"05/29/2019 06:15:00","NPX",61845,17.35,1.13,-1.41
"05/29/2019 06:15:00","O H",61846,13.63,-1.19,0.00
"05/29/2019 06:15:00","PJM",61847,15.05,0.24,0.00
"05/29/2019 06:15:00","WEST",61752,13.89,-0.92,0.00
"05/29/2019 06:20:00","CAPITL",61757,16.10,1.05,0.00
"05/29/2019 06:20:00","CENTRL",61754,15.09,0.05,0.00
"05/29/2019 06:20:00","DUNWOD",61760,16.45,1.40,0.00
"05/29/2019 06:20:00","GENESE",61753,14.37,-0.68,0.00
"05/29/2019 06:20:00","H Q",61844,14.70,-0.35,0.00
"05/29/2019 06:20:00","HUD VL",61758,16.30,1.25,0.00
"05/29/2019 06:20:00","LONGIL",61762,16.75,1.70,0.00
"05/29/2019 06:20:00","MHK VL",61756,15.27,0.23,0.00
"05/29/2019 06:20:00","MILLWD",61759,16.45,1.40,0.00
"05/29/2019 06:20:00","N.Y.C.",61761,16.58,1.54,0.00
"05/29/2019 06:20:00","NORTH",61755,14.70,-0.35,0.00
"05/29/2019 06:20:00","NPX",61845,16.18,1.13,0.00
"05/29/2019 06:20:00","O H",61846,13.93,-1.11,0.00
"05/29/2019 06:20:00","PJM",61847,15.35,0.30,0.00
"05/29/2019 06:20:00","WEST",61752,14.22,-0.83,0.00
"05/29/2019 06:25:00","CAPITL",61757,16.12,1.04,0.00
"05/29/2019 06:25:00","CENTRL",61754,15.18,0.11,0.00
"05/29/2019 06:25:00","DUNWOD",61760,16.46,1.39,0.00
"05/29/2019 06:25:00","GENESE",61753,14.47,-0.60,0.00
"05/29/2019 06:25:00","H Q",61844,14.73,-0.35,0.00
"05/29/2019 06:25:00","HUD VL",61758,16.33,1.25,0.00
"05/29/2019 06:25:00","LONGIL",61762,16.78,1.70,0.00
"05/29/2019 06:25:00","MHK VL",61756,15.30,0.23,0.00
"05/29/2019 06:25:00","MILLWD",61759,16.46,1.39,0.00
"05/29/2019 06:25:00","N.Y.C.",61761,16.62,1.54,0.00
"05/29/2019 06:25:00","NORTH",61755,14.73,-0.35,0.00
"05/29/2019 06:25:00","NPX",61845,16.19,1.12,0.00
"05/29/2019 06:25:00","O H",61846,14.11,-0.97,0.00
"05/29/2019 06:25:00","PJM",61847,15.49,0.41,-0.01
"05/29/2019 06:25:00","WEST",61752,14.42,-0.66,-0.01
"05/29/2019 06:30:00","CAPITL",61757,15.89,1.04,0.00
"05/29/2019 06:30:00","CENTRL",61754,14.94,0.09,0.00
"05/29/2019 06:30:00","DUNWOD",61760,16.20,1.35,0.00
"05/29/2019 06:30:00","GENESE",61753,14.26,-0.59,0.00
"05/29/2019 06:30:00","H Q",61844,14.51,-0.34,0.00
"05/29/2019 06:30:00","HUD VL",61758,16.07,1.22,0.00
"05/29/2019 06:30:00","LONGIL",61762,16.52,1.66,0.00
"05/29/2019 06:30:00","MHK VL",61756,15.09,0.24,0.00
"05/29/2019 06:30:00","MILLWD",61759,16.22,1.37,0.00
"05/29/2019 06:30:00","N.Y.C.",61761,16.36,1.50,0.00
"05/29/2019 06:30:00","NORTH",61755,14.51,-0.34,0.00
"05/29/2019 06:30:00","NPX",61845,15.95,1.10,0.00
"05/29/2019 06:30:00","O H",61846,13.87,-0.98,0.00
"05/29/2019 06:30:00","PJM",61847,15.22,0.37,0.00
"05/29/2019 06:30:00","WEST",61752,14.17,-0.68,0.00
"05/29/2019 06:35:00","CAPITL",61757,16.13,1.05,0.00
"05/29/2019 06:35:00","CENTRL",61754,15.20,0.12,0.00
"05/29/2019 06:35:00","DUNWOD",61760,16.42,1.34,0.00
"05/29/2019 06:35:00","GENESE",61753,14.53,-0.54,0.00
"05/29/2019 06:35:00","H Q",61844,14.73,-0.35,0.00
"05/29/2019 06:35:00","HUD VL",61758,16.28,1.21,0.00
"05/29/2019 06:35:00","LONGIL",61762,16.75,1.67,0.00
"05/29/2019 06:35:00","MHK VL",61756,15.33,0.26,0.00
"05/29/2019 06:35:00","MILLWD",61759,16.42,1.34,0.00
"05/29/2019 06:35:00","N.Y.C.",61761,16.56,1.48,0.00
"05/29/2019 06:35:00","NORTH",61755,14.73,-0.35,0.00
"05/29/2019 06:35:00","NPX",61845,16.18,1.10,0.00
"05/29/2019 06:35:00","O H",61846,14.16,-0.92,0.00
"05/29/2019 06:35:00","PJM",61847,15.47,0.39,0.00
"05/29/2019 06:35:00","WEST",61752,14.46,-0.62,0.00
"05/29/2019 06:40:00","CAPITL",61757,15.61,1.03,0.00
"05/29/2019 06:40:00","CENTRL",61754,14.66,0.09,0.00
"05/29/2019 06:40:00","DUNWOD",61760,15.89,1.31,0.00
"05/29/2019 06:40:00","GENESE",61753,14.03,-0.54,0.00
"05/29/2019 06:40:00","H Q",61844,14.25,-0.32,0.00
"05/29/2019 06:40:00","HUD VL",61758,15.75,1.18,0.00
"05/29/2019 06:40:00","LONGIL",61762,16.16,1.59,0.00
"05/29/2019 06:40:00","MHK VL",61756,14.82,0.25,0.00
"05/29/2019 06:40:00","MILLWD",61759,15.90,1.33,0.00
"05/29/2019 06:40:00","N.Y.C.",61761,16.03,1.46,0.00
"05/29/2019 06:40:00","NORTH",61755,14.25,-0.32,0.00
"05/29/2019 06:40:00","NPX",61845,15.64,1.06,0.00
"05/29/2019 06:40:00","O H",61846,13.64,-0.93,0.00
"05/29/2019 06:40:00","PJM",61847,14.91,0.34,0.00
"05/29/2019 06:40:00","WEST",61752,13.93,-0.64,0.00
"05/29/2019 06:45:00","CAPITL",61757,15.59,1.03,0.00
"05/29/2019 06:45:00","CENTRL",61754,14.65,0.09,0.00
"05/29/2019 06:45:00","DUNWOD",61760,15.90,1.34,0.00
"05/29/2019 06:45:00","GENESE",61753,13.99,-0.57,0.00
"05/29/2019 06:45:00","H Q",61844,14.24,-0.32,0.00
"05/29/2019 06:45:00","HUD VL",61758,15.77,1.21,0.00
"05/29/2019 06:45:00","LONGIL",61762,16.13,1.57,0.00
"05/29/2019 06:45:00","MHK VL",61756,14.81,0.25,0.00
"05/29/2019 06:45:00","MILLWD",61759,15.90,1.34,0.00
"05/29/2019 06:45:00","N.Y.C.",61761,16.06,1.50,0.00
"05/29/2019 06:45:00","NORTH",61755,14.25,-0.31,0.00
"05/29/2019 06:45:00","NPX",61845,15.62,1.06,0.00
"05/29/2019 06:45:00","O H",61846,13.58,-0.98,0.00
"05/29/2019 06:45:00","PJM",61847,14.90,0.34,0.00
"05/29/2019 06:45:00","WEST",61752,13.86,-0.70,0.00
"05/29/2019 06:50:00","CAPITL",61757,16.15,1.03,0.00
"05/29/2019 06:50:00","CENTRL",61754,15.21,0.09,0.00
"05/29/2019 06:50:00","DUNWOD",61760,16.56,1.44,0.00
"05/29/2019 06:50:00","GENESE",61753,14.53,-0.59,0.00
"05/29/2019 06:50:00","H Q",61844,14.79,-0.33,0.00
"05/29/2019 06:50:00","HUD VL",61758,16.40,1.28,0.00
"05/29/2019 06:50:00","LONGIL",61762,16.80,1.68,0.00
"05/29/2019 06:50:00","MHK VL",61756,15.39,0.27,0.00
"05/29/2019 06:50:00","MILLWD",61759,16.56,1.44,0.00
"05/29/2019 06:50:00","N.Y.C.",61761,16.72,1.60,0.00
"05/29/2019 06:50:00","NORTH",61755,14.80,-0.32,0.00
"05/29/2019 06:50:00","NPX",61845,16.21,1.09,0.00
"05/29/2019 06:50:00","O H",61846,14.12,-1.00,0.00
"05/29/2019 06:50:00","PJM",61847,15.51,0.39,0.00
"05/29/2019 06:50:00","WEST",61752,14.42,-0.70,0.00
"05/29/2019 06:55:00","CAPITL",61757,16.42,1.05,0.00
"05/29/2019 06:55:00","CENTRL",61754,15.49,0.12,0.00
"05/29/2019 06:55:00","DUNWOD",61760,16.82,1.44,0.00
"05/29/2019 06:55:00","GENESE",61753,14.80,-0.57,0.00
"05/29/2019 06:55:00","H Q",61844,15.03,-0.34,0.00
"05/29/2019 06:55:00","HUD VL",61758,16.66,1.29,0.00
"05/29/2019 06:55:00","LONGIL",61762,17.03,1.66,0.00
"05/29/2019 06:55:00","MHK VL",61756,15.65,0.28,0.00
"05/29/2019 06:55:00","MILLWD",61759,16.80,1.43,0.00
"05/29/2019 06:55:00","N.Y.C.",61761,16.97,1.60,0.00
"05/29/2019 06:55:00","NORTH",61755,15.05,-0.32,0.00
"05/29/2019 06:55:00","NPX",61845,16.46,1.09,0.00
"05/29/2019 06:55:00","O H",61846,14.40,-0.97,0.00
"05/29/2019 06:55:00","PJM",61847,15.79,0.42,0.00
"05/29/2019 06:55:00","WEST",61752,14.73,-0.65,0.00
"05/29/2019 07:00:00","CAPITL",61757,17.88,1.15,0.00
"05/29/2019 07:00:00","CENTRL",61754,16.79,0.07,0.00
"05/29/2019 07:00:00","DUNWOD",61760,18.26,1.54,0.00
"05/29/2019 07:00:00","GENESE",61753,16.02,-0.70,0.00
"05/29/2019 07:00:00","H Q",61844,16.39,-0.33,0.00
"05/29/2019 07:00:00","HUD VL",61758,18.10,1.37,0.00
"05/29/2019 07:00:00","LONGIL",61762,272.28,1.86,-253.70
"05/29/2019 07:00:00","MHK VL",61756,17.03,0.30,0.00
"05/29/2019 07:00:00","MILLWD",61759,18.26,1.54,0.00
"05/29/2019 07:00:00","N.Y.C.",61761,18.45,1.72,0.00
"05/29/2019 07:00:00","NORTH",61755,16.41,-0.32,0.00
"05/29/2019 07:00:00","NPX",61845,17.93,1.20,0.00
"05/29/2019 07:00:00","O H",61846,15.52,-1.20,0.00
"05/29/2019 07:00:00","PJM",61847,17.06,0.33,0.00
"05/29/2019 07:00:00","WEST",61752,15.85,-0.87,0.00
"05/29/2019 07:05:00","CAPITL",61757,17.95,1.16,0.00
"05/29/2019 07:05:00","CENTRL",61754,16.77,-0.02,0.00
"05/29/2019 07:05:00","DUNWOD",61760,18.28,1.49,0.00
"05/29/2019 07:05:00","GENESE",61753,16.04,-0.76,0.00
"05/29/2019 07:05:00","H Q",61844,16.49,-0.30,0.00
"05/29/2019 07:05:00","HUD VL",61758,18.13,1.34,0.00
"05/29/2019 07:05:00","LONGIL",61762,18.58,1.78,-0.01
"05/29/2019 07:05:00","MHK VL",61756,17.08,0.29,0.00
"05/29/2019 07:05:00","MILLWD",61759,18.30,1.51,0.00
"05/29/2019 07:05:00","N.Y.C.",61761,18.45,1.66,0.00
"05/29/2019 07:05:00","NORTH",61755,16.52,-0.27,0.00
"05/29/2019 07:05:00","NPX",61845,19.09,1.21,-1.09
"05/29/2019 07:05:00","O H",61846,15.43,-1.36,0.00
"05/29/2019 07:05:00","PJM",61847,16.98,0.19,0.00
"05/29/2019 07:05:00","WEST",61752,15.75,-1.04,0.00
"05/29/2019 07:10:00","CAPITL",61757,18.20,1.19,0.00
"05/29/2019 07:10:00","CENTRL",61754,16.99,-0.02,0.00
"05/29/2019 07:10:00","DUNWOD",61760,18.59,1.58,0.00
"05/29/2019 07:10:00","GENESE",61753,16.24,-0.77,0.00
"05/29/2019 07:10:00","H Q",61844,16.68,-0.32,0.00
"05/29/2019 07:10:00","HUD VL",61758,18.44,1.43,0.00
"05/29/2019 07:10:00","LONGIL",61762,19.28,1.87,-0.40
"05/29/2019 07:10:00","MHK VL",61756,17.30,0.29,0.00
"05/29/2019 07:10:00","MILLWD",61759,18.59,1.58,0.00
"05/29/2019 07:10:00","N.Y.C.",61761,18.78,1.77,0.00
"05/29/2019 07:10:00","NORTH",61755,16.70,-0.31,0.00
"05/29/2019 07:10:00","NPX",61845,19.36,1.26,-1.09
"05/29/2019 07:10:00","O H",61846,15.65,-1.36,0.00
"05/29/2019 07:10:00","PJM",61847,17.23,0.22,0.00
"05/29/2019 07:10:00","WEST",61752,15.95,-1.05,0.00
"05/29/2019 07:15:00","CAPITL",61757,18.16,1.17,0.00
"05/29/2019 07:15:00","CENTRL",61754,17.09,0.10,0.00
"05/29/2019 07:15:00","DUNWOD",61760,18.57,1.58,0.00
"05/29/2019 07:15:00","GENESE",61753,16.33,-0.66,0.00
"05/29/2019 07:15:00","H Q",61844,16.63,-0.36,0.00
"05/29/2019 07:15:00","HUD VL",61758,18.42,1.43,0.00
"05/29/2019 07:15:00","LONGIL",61762,18.87,1.87,-0.01
"05/29/2019 07:15:00","MHK VL",61756,17.31,0.32,0.00
"05/29/2019 07:15:00","MILLWD",61759,18.59,1.60,0.00
"05/29/2019 07:15:00","N.Y.C.",61761,18.74,1.75,0.00
"05/29/2019 07:15:00","NORTH",61755,16.67,-0.32,0.00
"05/29/2019 07:15:00","NPX",61845,19.34,1.26,-1.09
"05/29/2019 07:15:00","O H",61846,15.82,-1.17,0.00
"05/29/2019 07:15:00","PJM",61847,17.35,0.36,0.00
"05/29/2019 07:15:00","WEST",61752,16.17,-0.82,0.00
"05/29/2019 07:20:00","CAPITL",61757,21.21,1.37,0.00
"05/29/2019 07:20:00","CENTRL",61754,19.98,0.14,0.00
"05/29/2019 07:20:00","DUNWOD",61760,21.73,1.89,0.00
"05/29/2019 07:20:00","GENESE",61753,19.07,-0.77,0.00
"05/29/2019 07:20:00","H Q",61844,19.42,-0.42,0.00
"05/29/2019 07:20:00","HUD VL",61758,21.53,1.69,0.00
"05/29/2019 07:20:00","LONGIL",61762,22.05,2.20,-0.01
"05/29/2019 07:20:00","MHK VL",61756,20.24,0.40,0.00
"05/29/2019 07:20:00","MILLWD",61759,21.74,1.90,0.00
"05/29/2019 07:20:00","N.Y.C.",61761,21.90,2.06,0.00
"05/29/2019 07:20:00","NORTH",61755,19.44,-0.40,0.00
"05/29/2019 07:20:00","NPX",61845,21.31,1.47,0.00
"05/29/2019 07:20:00","O H",61846,18.49,-1.35,0.00
"05/29/2019 07:20:00","PJM",61847,20.30,0.46,0.00
"05/29/2019 07:20:00","WEST",61752,18.91,-0.93,0.00
"05/29/2019 07:25:00","CAPITL",61757,22.29,1.44,0.00
"05/29/2019 07:25:00","CENTRL",61754,21.06,0.21,0.00
"05/29/2019 07:25:00","DUNWOD",61760,22.81,1.96,0.00
"05/29/2019 07:25:00","GENESE",61753,20.10,-0.75,0.00
"05/29/2019 07:25:00","H Q",61844,20.42,-0.44,0.00
"05/29/2019 07:25:00","HUD VL",61758,22.63,1.77,0.00
"05/29/2019 07:25:00","LONGIL",61762,23.37,2.31,-0.20
"05/29/2019 07:25:00","MHK VL",61756,21.27,0.42,0.00
"05/29/2019 07:25:00","MILLWD",61759,22.84,1.98,0.00
"05/29/2019 07:25:00","N.Y.C.",61761,23.00,2.15,0.00
"05/29/2019 07:25:00","NORTH",61755,20.42,-0.44,0.00
"05/29/2019 07:25:00","NPX",61845,22.40,1.54,0.00
"05/29/2019 07:25:00","O H",61846,19.52,-1.34,0.00
"05/29/2019 07:25:00","PJM",61847,21.40,0.54,0.00
"05/29/2019 07:25:00","WEST",61752,19.98,-0.88,0.00
"05/29/2019 07:30:00","CAPITL",61757,22.32,1.46,0.00
"05/29/2019 07:30:00","CENTRL",61754,21.01,0.15,0.00
"05/29/2019 07:30:00","DUNWOD",61760,22.87,2.00,0.00
"05/29/2019 07:30:00","GENESE",61753,20.05,-0.81,0.00
"05/29/2019 07:30:00","H Q",61844,20.42,-0.44,0.00
"05/29/2019 07:30:00","HUD VL",61758,22.66,1.79,0.00
"05/29/2019 07:30:00","LONGIL",61762,29.01,2.34,-5.81
"05/29/2019 07:30:00","MHK VL",61756,21.28,0.42,0.00
"05/29/2019 07:30:00","MILLWD",61759,22.87,2.00,0.00
"05/29/2019 07:30:00","N.Y.C.",61761,23.05,2.19,0.00
"05/29/2019 07:30:00","NORTH",61755,20.42,-0.44,0.00
"05/29/2019 07:30:00","NPX",61845,22.41,1.54,0.00
"05/29/2019 07:30:00","O H",61846,19.40,-1.46,0.00
"05/29/2019 07:30:00","PJM",61847,21.32,0.46,0.00
"05/29/2019 07:30:00","WEST",61752,19.84,-1.02,0.00
"05/29/2019 07:35:00","CAPITL",61757,22.32,1.44,0.00
"05/29/2019 07:35:00","CENTRL",61754,21.07,0.19,0.00
"05/29/2019 07:35:00","DUNWOD",61760,22.87,1.98,0.00
"05/29/2019 07:35:00","GENESE",61753,20.09,-0.79,0.00
"05/29/2019 07:35:00","H Q",61844,20.44,-0.44,0.00
"05/29/2019 07:35:00","HUD VL",61758,22.68,1.80,0.00
"05/29/2019 07:35:00","LONGIL",61762,23.23,2.34,-0.01
"05/29/2019 07:35:00","MHK VL",61756,21.32,0.44,0.00
"05/29/2019 07:35:00","MILLWD",61759,22.89,2.00,0.00
"05/29/2019 07:35:00","N.Y.C.",61761,23.07,2.19,0.00
"05/29/2019 07:35:00","NORTH",61755,20.44,-0.44,0.00
"05/29/2019 07:35:00","NPX",61845,22.43,1.55,0.00
"05/29/2019 07:35:00","O H",61846,19.46,-1.42,0.00
"05/29/2019 07:35:00","PJM",61847,21.38,0.50,0.00
"05/29/2019 07:35:00","WEST",61752,19.92,-0.96,0.00
"05/29/2019 07:40:00","CAPITL",61757,23.53,1.52,0.00
"05/29/2019 07:40:00","CENTRL",61754,22.21,0.20,0.00
"05/29/2019 07:40:00","DUNWOD",61760,24.12,2.11,0.00
"05/29/2019 07:40:00","GENESE",61753,21.17,-0.84,0.00
"05/29/2019 07:40:00","H Q",61844,21.55,-0.46,0.00
"05/29/2019 07:40:00","HUD VL",61758,23.90,1.89,0.00
"05/29/2019 07:40:00","LONGIL",61762,25.87,2.46,-1.40
"05/29/2019 07:40:00","MHK VL",61756,22.47,0.46,0.00
"05/29/2019 07:40:00","MILLWD",61759,24.12,2.11,0.00
"05/29/2019 07:40:00","N.Y.C.",61761,24.32,2.31,0.00
"05/29/2019 07:40:00","NORTH",61755,21.55,-0.46,0.00
"05/29/2019 07:40:00","NPX",61845,23.62,1.61,0.00
"05/29/2019 07:40:00","O H",61846,20.53,-1.47,0.00
"05/29/2019 07:40:00","PJM",61847,22.56,0.55,0.00
"05/29/2019 07:40:00","WEST",61752,21.00,-1.01,0.00
