"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"05/30/2019 06:00:00","DUNWOD",61760,14.74,1.17,0.00
"05/30/2019 06:00:00","GENESE",61753,13.03,-0.54,0.00
"05/30/2019 06:00:00","H Q",61844,13.33,-0.24,0.00
"05/30/2019 06:00:00","HUD VL",61758,14.65,1.07,0.00
"05/30/2019 06:00:00","LONGIL",61762,15.07,1.49,0.00
"05/30/2019 06:00:00","MHK VL",61756,13.74,0.16,0.00
"05/30/2019 06:00:00","MILLWD",61759,14.76,1.18,0.00
"05/30/2019 06:00:00","N.Y.C.",61761,14.84,1.26,0.00
"05/30/2019 06:00:00","NORTH",61755,13.29,-0.29,0.00
"05/30/2019 06:00:00","NPX",61845,15.32,1.00,-0.74
"05/30/2019 06:00:00","O H",61846,12.72,-0.85,0.00
"05/30/2019 06:00:00","PJM",61847,13.82,0.24,0.00
"05/30/2019 06:00:00","WEST",61752,12.94,-0.64,0.00
"05/30/2019 06:05:00","CAPITL",61757,15.71,1.00,-0.06
"05/30/2019 06:05:00","CENTRL",61754,14.66,0.00,-0.01
"05/30/2019 06:05:00","DUNWOD",61760,16.07,1.38,-0.05
"05/30/2019 06:05:00","GENESE",61753,14.02,-0.63,-0.01
"05/30/2019 06:05:00","H Q",61844,14.37,-0.28,0.00
"05/30/2019 06:05:00","HUD VL",61758,15.95,1.26,-0.05
"05/30/2019 06:05:00","LONGIL",61762,16.51,1.82,-0.05
"05/30/2019 06:05:00","MHK VL",61756,14.85,0.19,-0.01
"05/30/2019 06:05:00","MILLWD",61759,16.07,1.38,-0.05
"05/30/2019 06:05:00","N.Y.C.",61761,16.19,1.49,-0.05
"05/30/2019 06:05:00","NORTH",61755,14.33,-0.32,0.00
"05/30/2019 06:05:00","NPX",61845,15.85,1.14,-0.06
"05/30/2019 06:05:00","O H",61846,13.66,-1.00,-0.01
"05/30/2019 06:05:00","PJM",61847,14.97,0.29,-0.03
"05/30/2019 06:05:00","WEST",61752,13.91,-0.75,-0.01
"05/30/2019 06:10:00","CAPITL",61757,15.52,0.91,-1.04
"05/30/2019 06:10:00","CENTRL",61754,13.64,-0.05,-0.13
"05/30/2019 06:10:00","DUNWOD",61760,15.61,1.27,-0.77
"05/30/2019 06:10:00","GENESE",61753,12.99,-0.66,-0.09
"05/30/2019 06:10:00","H Q",61844,13.32,-0.24,0.00
"05/30/2019 06:10:00","HUD VL",61758,15.48,1.17,-0.75
"05/30/2019 06:10:00","LONGIL",61762,16.00,1.67,-0.77
"05/30/2019 06:10:00","MHK VL",61756,13.85,0.16,-0.12
"05/30/2019 06:10:00","MILLWD",61759,15.62,1.27,-0.78
"05/30/2019 06:10:00","N.Y.C.",61761,15.72,1.38,-0.77
"05/30/2019 06:10:00","NORTH",61755,13.29,-0.27,0.00
"05/30/2019 06:10:00","NPX",61845,15.52,1.04,-0.91
"05/30/2019 06:10:00","O H",61846,12.59,-1.10,-0.12
"05/30/2019 06:10:00","PJM",61847,14.17,0.18,-0.43
"05/30/2019 06:10:00","WEST",61752,12.80,-0.88,-0.12
"05/30/2019 06:15:00","CAPITL",61757,14.83,0.95,-0.06
"05/30/2019 06:15:00","CENTRL",61754,13.89,0.07,-0.01
"05/30/2019 06:15:00","DUNWOD",61760,15.15,1.29,-0.05
"05/30/2019 06:15:00","GENESE",61753,13.22,-0.61,-0.01
"05/30/2019 06:15:00","H Q",61844,13.55,-0.26,0.00
"05/30/2019 06:15:00","HUD VL",61758,15.04,1.17,-0.05
"05/30/2019 06:15:00","LONGIL",61762,15.51,1.64,-0.05
"05/30/2019 06:15:00","MHK VL",61756,14.02,0.19,-0.01
"05/30/2019 06:15:00","MILLWD",61759,15.15,1.29,-0.05
"05/30/2019 06:15:00","N.Y.C.",61761,15.24,1.38,-0.05
"05/30/2019 06:15:00","NORTH",61755,13.53,-0.29,0.00
"05/30/2019 06:15:00","NPX",61845,14.95,1.08,-0.06
"05/30/2019 06:15:00","O H",61846,12.84,-0.98,-0.01
"05/30/2019 06:15:00","PJM",61847,14.12,0.28,-0.03
"05/30/2019 06:15:00","WEST",61752,13.09,-0.73,-0.01
"05/30/2019 06:20:00","CAPITL",61757,15.53,0.93,-1.04
"05/30/2019 06:20:00","CENTRL",61754,13.74,0.05,-0.14
"05/30/2019 06:20:00","DUNWOD",61760,15.58,1.26,-0.77
"05/30/2019 06:20:00","GENESE",61753,13.01,-0.64,-0.09
"05/30/2019 06:20:00","H Q",61844,13.30,-0.26,0.00
"05/30/2019 06:20:00","HUD VL",61758,15.46,1.15,-0.75
"05/30/2019 06:20:00","LONGIL",61762,15.91,1.58,-0.77
"05/30/2019 06:20:00","MHK VL",61756,13.86,0.19,-0.12
"05/30/2019 06:20:00","MILLWD",61759,15.60,1.26,-0.78
"05/30/2019 06:20:00","N.Y.C.",61761,15.68,1.36,-0.77
"05/30/2019 06:20:00","NORTH",61755,13.28,-0.27,0.00
"05/30/2019 06:20:00","NPX",61845,15.60,1.06,-0.99
"05/30/2019 06:20:00","O H",61846,12.63,-1.04,-0.12
"05/30/2019 06:20:00","PJM",61847,14.21,0.23,-0.43
"05/30/2019 06:20:00","WEST",61752,12.88,-0.80,-0.12
"05/30/2019 06:25:00","CAPITL",61757,15.49,1.01,0.00
"05/30/2019 06:25:00","CENTRL",61754,14.57,0.10,0.00
"05/30/2019 06:25:00","DUNWOD",61760,15.80,1.33,0.00
"05/30/2019 06:25:00","GENESE",61753,13.85,-0.62,0.00
"05/30/2019 06:25:00","H Q",61844,14.20,-0.28,0.00
"05/30/2019 06:25:00","HUD VL",61758,15.69,1.22,0.00
"05/30/2019 06:25:00","LONGIL",61762,16.16,1.69,0.00
"05/30/2019 06:25:00","MHK VL",61756,14.70,0.23,0.00
"05/30/2019 06:25:00","MILLWD",61759,15.82,1.35,0.00
"05/30/2019 06:25:00","N.Y.C.",61761,15.90,1.43,0.00
"05/30/2019 06:25:00","NORTH",61755,14.18,-0.29,0.00
"05/30/2019 06:25:00","NPX",61845,15.68,1.13,-0.08
"05/30/2019 06:25:00","O H",61846,13.49,-0.98,0.00
"05/30/2019 06:25:00","PJM",61847,14.79,0.32,0.00
"05/30/2019 06:25:00","WEST",61752,13.73,-0.74,0.00
"05/30/2019 06:30:00","CAPITL",61757,15.49,0.99,-0.32
"05/30/2019 06:30:00","CENTRL",61754,14.31,0.09,-0.04
"05/30/2019 06:30:00","DUNWOD",61760,15.72,1.30,-0.24
"05/30/2019 06:30:00","GENESE",61753,13.56,-0.65,-0.03
"05/30/2019 06:30:00","H Q",61844,13.93,-0.25,0.00
"05/30/2019 06:30:00","HUD VL",61758,15.60,1.19,-0.23
"05/30/2019 06:30:00","LONGIL",61762,16.06,1.64,-0.24
"05/30/2019 06:30:00","MHK VL",61756,14.45,0.23,-0.04
"05/30/2019 06:30:00","MILLWD",61759,15.73,1.30,-0.24
"05/30/2019 06:30:00","N.Y.C.",61761,15.82,1.40,-0.23
"05/30/2019 06:30:00","NORTH",61755,13.93,-0.25,0.00
"05/30/2019 06:30:00","NPX",61845,15.63,1.09,-0.36
"05/30/2019 06:30:00","O H",61846,13.17,-1.05,-0.04
"05/30/2019 06:30:00","PJM",61847,14.60,0.28,-0.13
"05/30/2019 06:30:00","WEST",61752,13.43,-0.79,-0.04
"05/30/2019 06:35:00","CAPITL",61757,15.49,1.01,0.00
"05/30/2019 06:35:00","CENTRL",61754,14.60,0.10,-0.02
"05/30/2019 06:35:00","DUNWOD",61760,15.80,1.33,0.00
"05/30/2019 06:35:00","GENESE",61753,13.85,-0.62,0.00
"05/30/2019 06:35:00","H Q",61844,14.20,-0.28,0.00
"05/30/2019 06:35:00","HUD VL",61758,15.69,1.22,0.00
"05/30/2019 06:35:00","LONGIL",61762,16.15,1.68,0.00
"05/30/2019 06:35:00","MHK VL",61756,14.73,0.25,-0.01
"05/30/2019 06:35:00","MILLWD",61759,15.82,1.35,0.00
"05/30/2019 06:35:00","N.Y.C.",61761,15.92,1.45,0.00
"05/30/2019 06:35:00","NORTH",61755,14.21,-0.26,0.00
"05/30/2019 06:35:00","NPX",61845,15.59,1.11,0.00
"05/30/2019 06:35:00","O H",61846,13.46,-1.01,0.00
"05/30/2019 06:35:00","PJM",61847,14.78,0.30,0.00
"05/30/2019 06:35:00","WEST",61752,13.72,-0.75,0.00
"05/30/2019 06:40:00","CAPITL",61757,15.50,1.01,0.00
"05/30/2019 06:40:00","CENTRL",61754,14.60,0.09,-0.03
"05/30/2019 06:40:00","DUNWOD",61760,15.83,1.35,0.00
"05/30/2019 06:40:00","GENESE",61753,13.86,-0.62,0.00
"05/30/2019 06:40:00","H Q",61844,14.21,-0.28,0.00
"05/30/2019 06:40:00","HUD VL",61758,15.72,1.23,0.00
"05/30/2019 06:40:00","LONGIL",61762,16.19,1.71,0.00
"05/30/2019 06:40:00","MHK VL",61756,14.74,0.25,-0.01
"05/30/2019 06:40:00","MILLWD",61759,15.85,1.36,0.00
"05/30/2019 06:40:00","N.Y.C.",61761,15.93,1.45,0.00
"05/30/2019 06:40:00","NORTH",61755,14.21,-0.28,0.00
"05/30/2019 06:40:00","NPX",61845,15.60,1.12,0.00
"05/30/2019 06:40:00","O H",61846,13.46,-1.03,0.00
"05/30/2019 06:40:00","PJM",61847,14.78,0.29,0.00
"05/30/2019 06:40:00","WEST",61752,13.70,-0.78,0.00
"05/30/2019 06:45:00","CAPITL",61757,15.74,1.03,0.00
"05/30/2019 06:45:00","CENTRL",61754,14.91,0.13,-0.07
"05/30/2019 06:45:00","DUNWOD",61760,16.06,1.35,0.00
"05/30/2019 06:45:00","GENESE",61753,14.11,-0.60,0.00
"05/30/2019 06:45:00","H Q",61844,14.43,-0.28,0.00
"05/30/2019 06:45:00","HUD VL",61758,15.95,1.24,0.00
"05/30/2019 06:45:00","LONGIL",61762,16.45,1.74,0.00
"05/30/2019 06:45:00","MHK VL",61756,14.98,0.25,-0.02
"05/30/2019 06:45:00","MILLWD",61759,16.08,1.37,0.00
"05/30/2019 06:45:00","N.Y.C.",61761,16.18,1.47,0.00
"05/30/2019 06:45:00","NORTH",61755,14.42,-0.29,0.00
"05/30/2019 06:45:00","NPX",61845,15.84,1.13,0.00
"05/30/2019 06:45:00","O H",61846,13.73,-0.99,0.00
"05/30/2019 06:45:00","PJM",61847,15.05,0.34,0.00
"05/30/2019 06:45:00","WEST",61752,13.99,-0.72,0.00
"05/30/2019 06:50:00","CAPITL",61757,16.00,1.03,0.00
"05/30/2019 06:50:00","CENTRL",61754,15.23,0.15,-0.11
"05/30/2019 06:50:00","DUNWOD",61760,16.34,1.38,0.00
"05/30/2019 06:50:00","GENESE",61753,14.38,-0.58,0.00
"05/30/2019 06:50:00","H Q",61844,14.68,-0.28,0.00
"05/30/2019 06:50:00","HUD VL",61758,16.22,1.26,0.00
"05/30/2019 06:50:00","LONGIL",61762,16.72,1.75,0.00
"05/30/2019 06:50:00","MHK VL",61756,15.27,0.27,-0.03
"05/30/2019 06:50:00","MILLWD",61759,16.36,1.39,0.00
"05/30/2019 06:50:00","N.Y.C.",61761,16.45,1.48,0.00
"05/30/2019 06:50:00","NORTH",61755,14.68,-0.28,0.00
"05/30/2019 06:50:00","NPX",61845,16.14,1.14,-0.03
"05/30/2019 06:50:00","O H",61846,14.01,-0.96,0.00
"05/30/2019 06:50:00","PJM",61847,15.33,0.36,0.00
"05/30/2019 06:50:00","WEST",61752,14.28,-0.69,0.00
"05/30/2019 06:55:00","CAPITL",61757,16.10,1.05,0.00
"05/30/2019 06:55:00","CENTRL",61754,15.34,0.17,-0.13
"05/30/2019 06:55:00","DUNWOD",61760,16.42,1.37,0.00
"05/30/2019 06:55:00","GENESE",61753,14.51,-0.54,0.00
"05/30/2019 06:55:00","H Q",61844,14.76,-0.29,0.00
"05/30/2019 06:55:00","HUD VL",61758,16.30,1.25,0.00
"05/30/2019 06:55:00","LONGIL",61762,16.81,1.76,0.00
"05/30/2019 06:55:00","MHK VL",61756,15.36,0.27,-0.04
"05/30/2019 06:55:00","MILLWD",61759,16.43,1.38,0.00
"05/30/2019 06:55:00","N.Y.C.",61761,16.54,1.49,0.00
"05/30/2019 06:55:00","NORTH",61755,14.76,-0.29,0.00
"05/30/2019 06:55:00","NPX",61845,16.22,1.14,-0.03
"05/30/2019 06:55:00","O H",61846,14.13,-0.92,0.00
"05/30/2019 06:55:00","PJM",61847,15.41,0.36,0.00
"05/30/2019 06:55:00","WEST",61752,14.40,-0.65,0.00
"05/30/2019 07:00:00","CAPITL",61757,15.75,1.02,0.00
"05/30/2019 07:00:00","CENTRL",61754,14.89,0.10,-0.05
"05/30/2019 07:00:00","DUNWOD",61760,16.06,1.33,0.00
"05/30/2019 07:00:00","GENESE",61753,14.09,-0.65,0.00
"05/30/2019 07:00:00","H Q",61844,14.49,-0.25,0.00
"05/30/2019 07:00:00","HUD VL",61758,15.95,1.21,0.00
"05/30/2019 07:00:00","LONGIL",61762,16.48,1.74,0.00
"05/30/2019 07:00:00","MHK VL",61756,15.02,0.27,-0.02
"05/30/2019 07:00:00","MILLWD",61759,16.08,1.34,0.00
"05/30/2019 07:00:00","N.Y.C.",61761,16.18,1.45,0.00
"05/30/2019 07:00:00","NORTH",61755,14.50,-0.24,0.00
"05/30/2019 07:00:00","NPX",61845,15.88,1.11,-0.03
"05/30/2019 07:00:00","O H",61846,13.65,-1.09,0.00
"05/30/2019 07:00:00","PJM",61847,15.00,0.27,0.00
"05/30/2019 07:00:00","WEST",61752,13.91,-0.82,0.00
"05/30/2019 07:05:00","CAPITL",61757,15.77,1.00,0.00
"05/30/2019 07:05:00","CENTRL",61754,14.91,0.09,-0.06
"05/30/2019 07:05:00","DUNWOD",61760,16.09,1.33,0.00
"05/30/2019 07:05:00","GENESE",61753,14.12,-0.65,0.00
"05/30/2019 07:05:00","H Q",61844,14.53,-0.24,0.00
"05/30/2019 07:05:00","HUD VL",61758,15.98,1.21,0.00
"05/30/2019 07:05:00","LONGIL",61762,16.51,1.74,0.00
"05/30/2019 07:05:00","MHK VL",61756,15.05,0.27,-0.02
"05/30/2019 07:05:00","MILLWD",61759,16.09,1.33,0.00
"05/30/2019 07:05:00","N.Y.C.",61761,16.20,1.43,0.00
"05/30/2019 07:05:00","NORTH",61755,14.54,-0.22,0.00
"05/30/2019 07:05:00","NPX",61845,15.84,1.08,0.00
"05/30/2019 07:05:00","O H",61846,13.64,-1.12,0.00
"05/30/2019 07:05:00","PJM",61847,15.00,0.24,0.00
"05/30/2019 07:05:00","WEST",61752,13.92,-0.84,0.00
"05/30/2019 07:10:00","CAPITL",61757,16.61,1.06,0.00
"05/30/2019 07:10:00","CENTRL",61754,15.84,0.09,-0.19
"05/30/2019 07:10:00","DUNWOD",61760,17.00,1.45,0.00
"05/30/2019 07:10:00","GENESE",61753,14.87,-0.68,0.00
"05/30/2019 07:10:00","H Q",61844,15.28,-0.28,0.00
"05/30/2019 07:10:00","HUD VL",61758,16.88,1.32,0.00
"05/30/2019 07:10:00","LONGIL",61762,17.47,1.91,0.00
"05/30/2019 07:10:00","MHK VL",61756,15.89,0.28,-0.06
"05/30/2019 07:10:00","MILLWD",61759,17.02,1.46,0.00
"05/30/2019 07:10:00","N.Y.C.",61761,17.12,1.57,0.00
"05/30/2019 07:10:00","NORTH",61755,15.28,-0.28,0.00
"05/30/2019 07:10:00","NPX",61845,16.71,1.15,0.00
"05/30/2019 07:10:00","O H",61846,14.36,-1.20,0.00
"05/30/2019 07:10:00","PJM",61847,15.82,0.26,0.00
"05/30/2019 07:10:00","WEST",61752,14.65,-0.90,0.00
"05/30/2019 07:15:00","CAPITL",61757,16.73,1.09,0.00
"05/30/2019 07:15:00","CENTRL",61754,15.65,0.02,0.00
"05/30/2019 07:15:00","DUNWOD",61760,17.09,1.45,0.00
"05/30/2019 07:15:00","GENESE",61753,14.90,-0.73,0.00
"05/30/2019 07:15:00","H Q",61844,15.36,-0.28,0.00
"05/30/2019 07:15:00","HUD VL",61758,16.97,1.33,0.00
"05/30/2019 07:15:00","LONGIL",61762,17.51,1.88,0.00
"05/30/2019 07:15:00","MHK VL",61756,15.94,0.30,0.00
"05/30/2019 07:15:00","MILLWD",61759,17.11,1.47,0.00
"05/30/2019 07:15:00","N.Y.C.",61761,17.22,1.58,0.00
"05/30/2019 07:15:00","NORTH",61755,15.34,-0.30,0.00
"05/30/2019 07:15:00","NPX",61845,16.81,1.17,0.00
"05/30/2019 07:15:00","O H",61846,14.40,-1.24,0.00
"05/30/2019 07:15:00","PJM",61847,15.92,0.28,0.00
"05/30/2019 07:15:00","WEST",61752,14.72,-0.92,0.00
"05/30/2019 07:20:00","CAPITL",61757,17.03,1.11,0.00
"05/30/2019 07:20:00","CENTRL",61754,15.96,0.05,0.00
"05/30/2019 07:20:00","DUNWOD",61760,17.41,1.50,0.00
"05/30/2019 07:20:00","GENESE",61753,15.21,-0.70,0.00
"05/30/2019 07:20:00","H Q",61844,15.60,-0.32,0.00
"05/30/2019 07:20:00","HUD VL",61758,17.28,1.37,0.00
"05/30/2019 07:20:00","LONGIL",61762,17.82,1.91,0.00
"05/30/2019 07:20:00","MHK VL",61756,16.23,0.32,0.00
"05/30/2019 07:20:00","MILLWD",61759,17.43,1.51,0.00
"05/30/2019 07:20:00","N.Y.C.",61761,17.54,1.62,0.00
"05/30/2019 07:20:00","NORTH",61755,15.58,-0.33,0.00
"05/30/2019 07:20:00","NPX",61845,17.12,1.21,0.00
"05/30/2019 07:20:00","O H",61846,14.74,-1.18,0.00
"05/30/2019 07:20:00","PJM",61847,16.25,0.33,0.00
"05/30/2019 07:20:00","WEST",61752,15.05,-0.86,0.00
"05/30/2019 07:25:00","CAPITL",61757,17.34,1.12,0.00
"05/30/2019 07:25:00","CENTRL",61754,16.26,0.03,0.00
"05/30/2019 07:25:00","DUNWOD",61760,17.75,1.52,0.00
"05/30/2019 07:25:00","GENESE",61753,15.49,-0.73,0.00
"05/30/2019 07:25:00","H Q",61844,15.93,-0.29,0.00
"05/30/2019 07:25:00","HUD VL",61758,17.60,1.38,0.00
"05/30/2019 07:25:00","LONGIL",61762,18.17,1.95,0.00
"05/30/2019 07:25:00","MHK VL",61756,16.53,0.31,0.00
"05/30/2019 07:25:00","MILLWD",61759,17.77,1.54,0.00
"05/30/2019 07:25:00","N.Y.C.",61761,17.86,1.64,0.00
"05/30/2019 07:25:00","NORTH",61755,15.91,-0.31,0.00
"05/30/2019 07:25:00","NPX",61845,17.44,1.22,0.00
"05/30/2019 07:25:00","O H",61846,14.97,-1.25,0.00
"05/30/2019 07:25:00","PJM",61847,16.52,0.29,0.00
"05/30/2019 07:25:00","WEST",61752,15.30,-0.92,0.00
"05/30/2019 07:30:00","CAPITL",61757,17.08,1.09,0.00
"05/30/2019 07:30:00","CENTRL",61754,16.02,0.03,0.00
"05/30/2019 07:30:00","DUNWOD",61760,17.46,1.47,0.00
"05/30/2019 07:30:00","GENESE",61753,15.25,-0.74,0.00
"05/30/2019 07:30:00","H Q",61844,15.72,-0.27,0.00
"05/30/2019 07:30:00","HUD VL",61758,17.33,1.34,0.00
"05/30/2019 07:30:00","LONGIL",61762,17.89,1.90,0.00
"05/30/2019 07:30:00","MHK VL",61756,16.29,0.30,0.00
"05/30/2019 07:30:00","MILLWD",61759,17.48,1.49,0.00
"05/30/2019 07:30:00","N.Y.C.",61761,17.59,1.60,0.00
"05/30/2019 07:30:00","NORTH",61755,15.72,-0.27,0.00
"05/30/2019 07:30:00","NPX",61845,17.16,1.17,0.00
"05/30/2019 07:30:00","O H",61846,14.74,-1.25,0.00
"05/30/2019 07:30:00","PJM",61847,16.28,0.29,0.00
"05/30/2019 07:30:00","WEST",61752,15.06,-0.93,0.00
"05/30/2019 07:35:00","CAPITL",61757,17.01,1.07,0.00
"05/30/2019 07:35:00","CENTRL",61754,15.95,0.02,0.00
"05/30/2019 07:35:00","DUNWOD",61760,17.40,1.47,0.00
"05/30/2019 07:35:00","GENESE",61753,15.20,-0.73,0.00
"05/30/2019 07:35:00","H Q",61844,15.67,-0.27,0.00
"05/30/2019 07:35:00","HUD VL",61758,17.28,1.34,0.00
"05/30/2019 07:35:00","LONGIL",61762,17.85,1.91,0.00
"05/30/2019 07:35:00","MHK VL",61756,16.24,0.30,0.00
"05/30/2019 07:35:00","MILLWD",61759,17.42,1.48,0.00
"05/30/2019 07:35:00","N.Y.C.",61761,17.53,1.59,0.00
"05/30/2019 07:35:00","NORTH",61755,15.65,-0.29,0.00
"05/30/2019 07:35:00","NPX",61845,17.10,1.16,0.00
"05/30/2019 07:35:00","O H",61846,14.66,-1.28,0.00
"05/30/2019 07:35:00","PJM",61847,16.19,0.25,0.00
"05/30/2019 07:35:00","WEST",61752,14.98,-0.96,0.00
"05/30/2019 07:40:00","CAPITL",61757,17.83,1.12,0.00
"05/30/2019 07:40:00","CENTRL",61754,16.76,0.05,0.00
"05/30/2019 07:40:00","DUNWOD",61760,18.24,1.54,0.00
"05/30/2019 07:40:00","GENESE",61753,15.97,-0.73,0.00
"05/30/2019 07:40:00","H Q",61844,16.42,-0.28,0.00
"05/30/2019 07:40:00","HUD VL",61758,18.11,1.40,0.00
"05/30/2019 07:40:00","LONGIL",61762,18.73,2.02,0.00
"05/30/2019 07:40:00","MHK VL",61756,17.04,0.33,0.00
"05/30/2019 07:40:00","MILLWD",61759,18.26,1.55,0.00
"05/30/2019 07:40:00","N.Y.C.",61761,18.38,1.67,0.00
"05/30/2019 07:40:00","NORTH",61755,16.41,-0.30,0.00
"05/30/2019 07:40:00","NPX",61845,17.93,1.22,0.00
"05/30/2019 07:40:00","O H",61846,15.45,-1.25,0.00
"05/30/2019 07:40:00","PJM",61847,17.04,0.33,0.00
"05/30/2019 07:40:00","WEST",61752,15.79,-0.92,0.00
"05/30/2019 07:45:00","CAPITL",61757,17.88,1.12,0.00
"05/30/2019 07:45:00","CENTRL",61754,16.81,0.05,0.00
"05/30/2019 07:45:00","DUNWOD",61760,18.32,1.56,0.00
"05/30/2019 07:45:00","GENESE",61753,16.02,-0.74,0.00
"05/30/2019 07:45:00","H Q",61844,16.47,-0.28,0.00
"05/30/2019 07:45:00","HUD VL",61758,18.17,1.41,0.00
"05/30/2019 07:45:00","LONGIL",61762,18.80,2.04,0.00
"05/30/2019 07:45:00","MHK VL",61756,17.09,0.34,0.00
"05/30/2019 07:45:00","MILLWD",61759,18.33,1.57,0.00
"05/30/2019 07:45:00","N.Y.C.",61761,18.43,1.68,0.00
"05/30/2019 07:45:00","NORTH",61755,16.46,-0.30,0.00
"05/30/2019 07:45:00","NPX",61845,17.96,1.21,0.00
"05/30/2019 07:45:00","O H",61846,15.48,-1.27,0.00
"05/30/2019 07:45:00","PJM",61847,17.09,0.34,0.00
"05/30/2019 07:45:00","WEST",61752,15.84,-0.92,0.00
"05/30/2019 07:50:00","CAPITL",61757,17.95,1.11,0.00
"05/30/2019 07:50:00","CENTRL",61754,16.91,0.07,0.00
"05/30/2019 07:50:00","DUNWOD",61760,18.42,1.58,0.00
"05/30/2019 07:50:00","GENESE",61753,16.11,-0.72,0.00
"05/30/2019 07:50:00","H Q",61844,16.55,-0.29,0.00
"05/30/2019 07:50:00","HUD VL",61758,18.27,1.43,0.00
"05/30/2019 07:50:00","LONGIL",61762,18.93,2.09,0.00
"05/30/2019 07:50:00","MHK VL",61756,17.18,0.34,0.00
"05/30/2019 07:50:00","MILLWD",61759,18.42,1.58,0.00
"05/30/2019 07:50:00","N.Y.C.",61761,18.56,1.72,0.00
"05/30/2019 07:50:00","NORTH",61755,16.52,-0.32,0.00
"05/30/2019 07:50:00","NPX",61845,18.03,1.20,0.00
"05/30/2019 07:50:00","O H",61846,15.58,-1.26,0.00
"05/30/2019 07:50:00","PJM",61847,21.38,0.35,-4.18
"05/30/2019 07:50:00","WEST",61752,15.93,-0.93,-0.02
"05/30/2019 07:55:00","CAPITL",61757,20.22,1.23,0.00
"05/30/2019 07:55:00","CENTRL",61754,19.04,0.06,0.00
"05/30/2019 07:55:00","DUNWOD",61760,20.77,1.78,0.00
"05/30/2019 07:55:00","GENESE",61753,18.12,-0.85,0.00
"05/30/2019 07:55:00","H Q",61844,18.66,-0.32,0.00
"05/30/2019 07:55:00","HUD VL",61758,20.62,1.63,0.00
"05/30/2019 07:55:00","LONGIL",61762,21.34,2.35,0.00
"05/30/2019 07:55:00","MHK VL",61756,19.36,0.38,0.00
"05/30/2019 07:55:00","MILLWD",61759,20.79,1.80,0.00
"05/30/2019 07:55:00","N.Y.C.",61761,20.94,1.96,0.00
"05/30/2019 07:55:00","NORTH",61755,18.64,-0.34,0.00
"05/30/2019 07:55:00","NPX",61845,20.35,1.37,0.00
"05/30/2019 07:55:00","O H",61846,17.50,-1.48,0.00
"05/30/2019 07:55:00","PJM",61847,23.55,0.38,-4.18
"05/30/2019 07:55:00","WEST",61752,17.89,-1.10,-0.01
"05/30/2019 08:00:00","CAPITL",61757,17.30,1.12,0.00
"05/30/2019 08:00:00","CENTRL",61754,16.20,0.02,0.00
"05/30/2019 08:00:00","DUNWOD",61760,17.72,1.54,0.00
"05/30/2019 08:00:00","GENESE",61753,15.38,-0.81,0.00
"05/30/2019 08:00:00","H Q",61844,15.91,-0.28,0.00
"05/30/2019 08:00:00","HUD VL",61758,17.58,1.39,0.00
"05/30/2019 08:00:00","LONGIL",61762,18.18,1.99,0.00
"05/30/2019 08:00:00","MHK VL",61756,16.51,0.32,0.00
"05/30/2019 08:00:00","MILLWD",61759,17.72,1.54,0.00
"05/30/2019 08:00:00","N.Y.C.",61761,17.85,1.67,0.00
"05/30/2019 08:00:00","NORTH",61755,15.88,-0.31,0.00
"05/30/2019 08:00:00","NPX",61845,17.40,1.21,0.00
"05/30/2019 08:00:00","O H",61846,14.76,-1.42,0.00
"05/30/2019 08:00:00","PJM",61847,20.57,0.21,-4.18
"05/30/2019 08:00:00","WEST",61752,15.08,-1.10,0.00
"05/30/2019 08:05:00","CAPITL",61757,17.05,1.11,0.00
"05/30/2019 08:05:00","CENTRL",61754,15.87,-0.06,0.00
"05/30/2019 08:05:00","DUNWOD",61760,17.46,1.53,0.00
"05/30/2019 08:05:00","GENESE",61753,15.02,-0.91,0.00
"05/30/2019 08:05:00","H Q",61844,15.68,-0.26,0.00
"05/30/2019 08:05:00","HUD VL",61758,17.32,1.39,0.00
"05/30/2019 08:05:00","LONGIL",61762,17.91,1.98,0.00
"05/30/2019 08:05:00","MHK VL",61756,16.23,0.30,0.00
"05/30/2019 08:05:00","MILLWD",61759,17.48,1.54,0.00
"05/30/2019 08:05:00","N.Y.C.",61761,17.59,1.66,0.00
"05/30/2019 08:05:00","NORTH",61755,15.66,-0.27,0.00
"05/30/2019 08:05:00","NPX",61845,17.16,1.23,0.00
"05/30/2019 08:05:00","O H",61846,14.31,-1.63,0.00
"05/30/2019 08:05:00","PJM",61847,16.00,0.06,0.00
"05/30/2019 08:05:00","WEST",61752,14.59,-1.34,0.00
"05/30/2019 08:10:00","CAPITL",61757,17.02,1.11,0.00
"05/30/2019 08:10:00","CENTRL",61754,15.89,-0.02,0.00
"05/30/2019 08:10:00","DUNWOD",61760,17.44,1.53,0.00
"05/30/2019 08:10:00","GENESE",61753,15.03,-0.88,0.00
"05/30/2019 08:10:00","H Q",61844,15.64,-0.27,0.00
"05/30/2019 08:10:00","HUD VL",61758,17.29,1.38,0.00
"05/30/2019 08:10:00","LONGIL",61762,17.88,1.97,0.00
"05/30/2019 08:10:00","MHK VL",61756,16.21,0.30,0.00
"05/30/2019 08:10:00","MILLWD",61759,17.45,1.54,0.00
"05/30/2019 08:10:00","N.Y.C.",61761,17.58,1.67,0.00
"05/30/2019 08:10:00","NORTH",61755,15.62,-0.29,0.00
