cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
2753.781557557399,26.469,7.992976887407631,12.710000000000006,1.5245619009275229,7.992976887407631,0.8200659790224536,0,1.2786538321207797e-15,OPTIMAL,487279.9839769518,2.00607001084237
