cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
22709.154435680135,15.735,0.0,6.543000000000001,-3.714931157010355,0.0,12.844544364072474,0,0.0,OPTIMAL,598754.1208549981,0.0
