timestamp,bnk139_Pf_1,bnk139_Pf_2,bnk139_Pf_3,bnk139_Pf_4,bnk239_Pf_5,bnk239_Pf_6,bnk239_Pf_7,bnk239_Pf_8,bnk276_Pf_9,bnk276_Pf_10,bnk276_Pf_11,bnk276_Pf_12
1.0,71.73800842359097,71.73800842359097,71.73800842359097,71.73800842359097,71.73028355813926,71.73028355813926,71.73028355813926,71.73028355813926,71.73146395615272,71.73146395615272,71.73146395615272,71.73146395615272
2.0,71.73818855708147,71.73818855708147,71.73818855708147,71.73818855708147,71.73047427403108,71.73047427403108,71.73047427403108,71.73047427403108,71.73173407413817,71.73173407413817,71.73173407413817,71.73173407413817
3.0,71.73838090626793,71.73838090626793,71.73838090626793,71.73838090626793,71.73067208159864,71.73067208159864,71.73067208159864,71.73067208159864,71.73200672507166,71.73200672507166,71.73200672507166,71.73200672507166
4.0,71.74137968073485,71.74137968073485,71.74137968073485,71.74137968073485,71.73477656853107,71.73477656853107,71.73477656853107,71.73477656853107,71.73597312303214,71.73597312303214,71.73597312303214,71.73597312303214
5.0,71.74152776307196,71.74152776307196,71.74152776307196,71.74152776307196,71.73492715781741,71.73492715781741,71.73492715781741,71.73492715781741,71.73618235401172,71.73618235401172,71.73618235401172,71.73618235401172
6.0,71.74168704427565,71.74168704427565,71.74168704427565,71.74168704427565,71.73508852839743,71.73508852839743,71.73508852839743,71.73508852839743,71.73640925810173,71.73640925810173,71.73640925810173,71.73640925810173
7.0,71.74181934458294,71.74181934458294,71.74181934458294,71.74181934458294,71.73522405540885,71.73522405540885,71.73522405540885,71.73522405540885,71.73659703986041,71.73659703986041,71.73659703986041,71.73659703986041
8.0,71.74194169703354,71.74194169703354,71.74194169703354,71.74194169703354,71.73534936826582,71.73534936826582,71.73534936826582,71.73534936826582,71.73677393786072,71.73677393786072,71.73677393786072,71.73677393786072
9.0,71.74205649562548,71.74205649562548,71.74205649562548,71.74205649562548,71.73547180907518,71.73547180907518,71.73547180907518,71.73547180907518,71.73694174735975,71.73694174735975,71.73694174735975,71.73694174735975
10.0,71.74215743802961,71.74215743802961,71.74215743802961,71.74215743802961,71.73557440670614,71.73557440670614,71.73557440670614,71.73557440670614,71.73708066091247,71.73708066091247,71.73708066091247,71.73708066091247
11.0,71.74028840935118,71.74028840935118,71.74028840935118,71.74028840935118,71.73313574155677,71.73313574155677,71.73313574155677,71.73313574155677,71.73455938374158,71.73455938374158,71.73455938374158,71.73455938374158
12.0,71.74235517568084,71.74235517568084,71.74235517568084,71.74235517568084,71.73578562480155,71.73578562480155,71.73578562480155,71.73578562480155,71.73737064664775,71.73737064664775,71.73737064664775,71.73737064664775
13.0,71.74243008817224,71.74243008817224,71.74243008817224,71.74243008817224,71.73586536855942,71.73586536855942,71.73586536855942,71.73586536855942,71.73748590507611,71.73748590507611,71.73748590507611,71.73748590507611
14.0,71.73988799019111,71.73988799019111,71.73988799019111,71.73988799019111,71.7322386840103,71.7322386840103,71.7322386840103,71.7322386840103,71.73417393699887,71.73417393699887,71.73417393699887,71.73417393699887
15.0,71.73999131658519,71.73999131658519,71.73999131658519,71.73999131658519,71.7323551691527,71.7323551691527,71.7323551691527,71.7323551691527,71.73433009603689,71.73433009603689,71.73433009603689,71.73433009603689
16.0,71.74268633642328,71.74268633642328,71.74268633642328,71.74268633642328,71.73615251667604,71.73615251667604,71.73615251667604,71.73615251667604,71.73786225434083,71.73786225434083,71.73786225434083,71.73786225434083
17.0,71.74248538262954,71.74248538262954,71.74248538262954,71.74248538262954,71.73592697630613,71.73592697630613,71.73592697630613,71.73592697630613,71.7375684949449,71.7375684949449,71.7375684949449,71.7375684949449
18.0,71.74145500517876,71.74145500517876,71.74145500517876,71.74145500517876,71.73439019071631,71.73439019071631,71.73439019071631,71.73439019071631,71.73626937572506,71.73626937572506,71.73626937572506,71.73626937572506
19.0,71.74152203365135,71.74152203365135,71.74152203365135,71.74152203365135,71.73447684315482,71.73447684315482,71.73447684315482,71.73447684315482,71.7363763587674,71.7363763587674,71.7363763587674,71.7363763587674
20.0,71.74006024811358,71.74006024811358,71.74006024811358,71.74006024811358,71.73233498921057,71.73233498921057,71.73233498921057,71.73233498921057,71.7345178807309,71.7345178807309,71.7345178807309,71.7345178807309
21.0,71.74013263672423,71.74013263672423,71.74013263672423,71.74013263672423,71.7324381432743,71.7324381432743,71.7324381432743,71.7324381432743,71.73462931048157,71.73462931048157,71.73462931048157,71.73462931048157
22.0,71.74047363007013,71.74047363007013,71.74047363007013,71.74047363007013,71.73297761583612,71.73297761583612,71.73297761583612,71.73297761583612,71.73508143145048,71.73508143145048,71.73508143145048,71.73508143145048
23.0,71.74053135239912,71.74053135239912,71.74053135239912,71.74053135239912,71.73306824075273,71.73306824075273,71.73306824075273,71.73306824075273,71.73518257911535,71.73518257911535,71.73518257911535,71.73518257911535
24.0,71.74034524636608,71.74034524636608,71.74034524636608,71.74034524636608,71.73275603298859,71.73275603298859,71.73275603298859,71.73275603298859,71.73495639385455,71.73495639385455,71.73495639385455,71.73495639385455
25.0,71.74063807601267,71.74063807601267,71.74063807601267,71.74063807601267,71.73325826606785,71.73325826606785,71.73325826606785,71.73325826606785,71.73536439556646,71.73536439556646,71.73536439556646,71.73536439556646
26.0,71.74320895659865,71.74320895659865,71.74320895659865,71.74320895659865,71.73692154765334,71.73692154765334,71.73692154765334,71.73692154765334,71.73870894312158,71.73870894312158,71.73870894312158,71.73870894312158
27.0,71.7407365121292,71.7407365121292,71.7407365121292,71.7407365121292,71.73345249985896,71.73345249985896,71.73345249985896,71.73345249985896,71.7355416238394,71.7355416238394,71.7355416238394,71.7355416238394
28.0,71.74317898546609,71.74317898546609,71.74317898546609,71.74317898546609,71.73656730425618,71.73656730425618,71.73656730425618,71.73656730425618,71.73858502693858,71.73858502693858,71.73858502693858,71.73858502693858
29.0,71.74333142471136,71.74333142471136,71.74333142471136,71.74333142471136,71.7371691331667,71.7371691331667,71.7371691331667,71.7371691331667,71.73892328060786,71.73892328060786,71.73892328060786,71.73892328060786
30.0,71.74086845555965,71.74086845555965,71.74086845555965,71.74086845555965,71.73373816175142,71.73373816175142,71.73373816175142,71.73373816175142,71.73578794604464,71.73578794604464,71.73578794604464,71.73578794604464
31.0,71.74081521572984,71.74081521572984,71.74081521572984,71.74081521572984,71.73356566301884,71.73356566301884,71.73356566301884,71.73356566301884,71.73569553588456,71.73569553588456,71.73569553588456,71.73569553588456
32.0,71.74087450148522,71.74087450148522,71.74087450148522,71.74087450148522,71.73366358288531,71.73366358288531,71.73366358288531,71.73366358288531,71.73577823560676,71.73577823560676,71.73577823560676,71.73577823560676
33.0,71.74098301349568,71.74098301349568,71.74098301349568,71.74098301349568,71.73395263997612,71.73395263997612,71.73395263997612,71.73395263997612,71.73597550365785,71.73597550365785,71.73597550365785,71.73597550365785
34.0,71.74102687542356,71.74102687542356,71.74102687542356,71.74102687542356,71.73400873261208,71.73400873261208,71.73400873261208,71.73400873261208,71.73603328055763,71.73603328055763,71.73603328055763,71.73603328055763
35.0,71.74106532633918,71.74106532633918,71.74106532633918,71.74106532633918,71.73406313762106,71.73406313762106,71.73406313762106,71.73406313762106,71.73608578768659,71.73608578768659,71.73608578768659,71.73608578768659
36.0,71.74108639956093,71.74108639956093,71.74108639956093,71.74108639956093,71.73392953723872,71.73392953723872,71.73392953723872,71.73392953723872,71.73605138051641,71.73605138051641,71.73605138051641,71.73605138051641
37.0,71.74360535655138,71.74360535655138,71.74360535655138,71.74360535655138,71.7375872723355,71.7375872723355,71.7375872723355,71.7375872723355,71.73933065239574,71.73933065239574,71.73933065239574,71.73933065239574
38.0,71.7436362422069,71.7436362422069,71.7436362422069,71.7436362422069,71.73758764276933,71.73758764276933,71.73758764276933,71.73758764276933,71.73935393124049,71.73935393124049,71.73935393124049,71.73935393124049
