Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,3.980002592759127,0.14957932230311116,-0.0,0.24999863974344677,-2.5927591268289985e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder2,2.230002592759127,0.1115,-0.0,0.24999863974344677,-2.592759126843006e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder3,3.220002592759127,-0.16100000000000003,-0.0,0.24999863974344677,-2.5927591267959214e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder4,1.9090025927591265,-0.09545000000000001,-0.0,0.2499986397434468,-2.5927591264277675e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder5,2.9700026373046784,0.10583881894072467,-0.0,0.24999863733707636,-2.637304678311928e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder6,4.095002637304678,0.20475,-0.0,0.24999863733707636,-2.6373046782277675e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder7,2.550002637304678,-0.1275,-0.0,0.24999863733707636,-2.637304678260475e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder8,3.793002637304679,-0.18965,-0.0,0.24999863733707633,-2.637304678662768e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder9,1.884002614819514,0.08129174250310048,-0.0,0.2499986372228465,-2.6148195140088665e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder10,1.876002614819514,-0.0938,-0.0,0.2499986372228465,-2.6148195139899667e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder11,2.882002614819514,0.1441,-0.0,0.2499986372228465,-2.614819513999135e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder12,2.6210026148195142,-0.13105,-0.0,0.2499986372228465,-2.6148195140348836e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder13,3.980002592759127,0.14957932230595783,-0.0,0.24999863974344677,-2.592759126836449e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder14,2.230002592759127,0.1115,-0.0,0.24999863974344677,-2.5927591268302945e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder15,3.220002592759127,-0.16100000000000003,-0.0,0.24999863974344677,-2.5927591268374832e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder16,1.9090025927591268,-0.09545000000000001,-0.0,0.24999863974344677,-2.592759126755182e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder17,2.970002637304679,0.10583881892071167,-0.0,0.24999863733707633,-2.6373046786716416e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder18,4.095002637304678,0.20475,-0.0,0.24999863733707633,-2.6373046786609715e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder19,2.5500026373046785,-0.1275,-0.0,0.24999863733707633,-2.63730467862677e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder20,3.793002637304679,-0.18965,-0.0,0.24999863733707633,-2.6373046786458054e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder21,1.884002614819514,0.08129174251380261,-0.0,0.2499986372228465,-2.6148195139603235e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder22,1.876002614819514,-0.0938,-0.0,0.2499986372228465,-2.6148195140079746e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder23,2.882002614819514,0.1441,-0.0,0.2499986372228465,-2.6148195139943153e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder24,2.621002614819514,-0.13105,-0.0,0.2499986372228465,-2.614819513967184e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder25,3.980002592759127,0.14957932230546483,-0.0,0.24999863974344677,-2.592759126756311e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder26,2.2300025927591265,0.1115,-0.0,0.2499986397434468,-2.5927591263904315e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder27,3.2200025927591267,-0.16100000000000003,-0.0,0.2499986397434468,-2.59275912644027e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder28,1.9090025927591268,-0.09545000000000001,-0.0,0.24999863974344677,-2.5927591267923237e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder29,2.9700026373046784,0.10583881891648028,-0.0,0.24999863733707636,-2.637304678254877e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder30,4.095002637304678,0.20475,-0.0,0.24999863733707636,-2.6373046783225853e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder31,2.550002637304678,-0.1275,-0.0,0.24999863733707636,-2.6373046782817943e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder32,3.793002637304679,-0.18965,-0.0,0.24999863733707633,-2.6373046786256515e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder33,1.884002614819514,0.08129174251380261,-0.0,0.2499986372228465,-2.6148195139603235e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder34,1.876002614819514,-0.0938,-0.0,0.2499986372228465,-2.6148195140079746e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder35,2.882002614819514,0.1441,-0.0,0.2499986372228465,-2.6148195139943153e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder36,2.621002614819514,-0.13105,-0.0,0.2499986372228465,-2.614819513967184e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder37,3.980002592759127,0.14957932230595783,-0.0,0.24999863974344677,-2.592759126836449e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder38,2.230002592759127,0.1115,-0.0,0.24999863974344677,-2.5927591268302945e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder39,3.220002592759127,-0.16100000000000003,-0.0,0.24999863974344677,-2.5927591268374832e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder40,1.9090025927591268,-0.09545000000000001,-0.0,0.24999863974344677,-2.592759126755182e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder41,2.9700026373046784,0.10583881890784763,-0.0,0.24999863733707636,-2.637304678247486e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder42,4.095002637304678,0.20475,-0.0,0.24999863733707636,-2.6373046782625793e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder43,2.550002637304678,-0.1275,-0.0,0.24999863733707636,-2.637304678226677e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder44,3.7930026373046783,-0.18965,-0.0,0.24999863733707636,-2.6373046782141985e-6,0,2857.7499198151536,14788.85583504342,97.578
feeder45,1.884002614819514,0.08129174251380261,-0.0,0.2499986372228465,-2.6148195139603235e-6,0,2857.7499198151536,14788.85583504342,97.578
