cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_real
-44552.8695355205,0.1715679168701172,27.20468380316554,0.0,0.0,27.20468380316554,-16.325712545078964,0,-1.5576300617706727e-7,OPTIMAL,-3794.053705638086
