cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_real
13963.610814635007,0.16913485527038574,0.0,0.0,0.0,0.0,8.92813990705563,0,0.0,OPTIMAL,1124.6203246715766
