cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
8570.409706413664,61.172,2.463697937245146,31.448999999999877,3.749999999999982,2.463697937245146,3.9696200585519517,0,2.0278443095718413e-15,OPTIMAL,480412.36247309885,0.0
