cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
19101.96155425928,34.796,2.7277154721132515,19.036055494627522,-2.876935570610583,9.88185991035265,9.959312593461563,0,2.457578037516297e-7,OPTIMAL
