cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
19914.02493317036,32.938,0.0,2.7710554946275296,-0.10288413900760922,9.595756270688506,9.67169739347759,0,0.0,OPTIMAL
