cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status
-114.43868932147707,4.719,11.222479389748532,0.0,0.0,-0.5082545558877585,-0.5082405332687197,0,-6.103013905380244e-7,OPTIMAL
