cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status
1396.057404823291,6.968,4.372453029582212,0.0,0.0,6.125292815023311,6.12529646878256,0,-1.1026541796652355e-6,OPTIMAL
