x1
18.64
18.03
18.06
19.66
19.71
23.89
23.68
23.61
23.23
21.17
19.59
21.06
19.81
17.88
18.85
21.85
19.56
18.5
18.37
3.91
3.91
16.83
16.88
3.91
16.92
17.46
16.93
17.41
17.93
16.92
3.9
3.9
15.42
15.4
16.41
3.91
19.54
19.56
19.56
18.78
16.76
17.39
17.85
17.39
17.34
17.34
17.41
17.34
17.34
17.9
18.22
17.91
18.11
18.44
18.71
18.71
19.54
19.54
19.53
19.54
18.63
5.33
19.51
18.86
18.77
19.54
19.56
21.09
21.02
20.97
20.17
22.6
14.4
21.81
17.51
17.52
17.49
17.63
17.77
20.57
18.63
18.33
17.68
18.07
16.78
23.68
23.65
18.84
18.7
21.69
18.69
20.36
21.8
21.8
21.72
21.8
18.69
18.68
20.24
18.68
21.43
21.84
21.84
21.87
21.87
21.89
22.0
21.89
24.31
23.7
24.95
25.24
26.17
26.93
25.2
24.16
24.94
22.99
23.47
24.49
25.08
25.3
26.61
28.35
29.95
29.82
25.88
28.08
27.64
31.47
32.59
32.87
28.17
28.11
28.14
29.32
28.18
29.58
29.7
29.59
29.79
30.04
35.5
36.69
26.07
25.02
28.14
28.82
29.82
29.89
30.16
31.18
30.83
32.07
32.41
35.12
26.73
28.25
30.35
28.21
29.61
29.81
30.22
30.63
30.58
34.96
35.24
42.01
28.16
30.96
30.79
31.05
35.57
35.64
30.66
28.12
29.98
28.12
29.52
29.79
30.21
32.72
31.39
31.2
45.8
35.01
35.12
35.95
39.11
31.72
31.66
31.4
31.7
31.24
32.18
32.82
34.34
32.68
32.63
32.48
32.75
32.54
32.64
31.77
34.31
34.28
30.7
30.84
30.99
31.05
34.97
30.95
30.4
30.22
30.3
29.06
34.87
34.75
29.35
30.7
30.63
29.78
30.44
30.36
29.17
30.03
29.26
29.1
31.35
30.72
29.15
32.3
30.66
30.72
30.72
30.87
30.39
30.15
30.0
29.32
32.69
28.98
29.17
30.37
30.29
30.5
30.4
30.34
31.32
30.73
30.23
30.72
37.25
31.1
31.29
32.52
29.39
28.95
28.93
28.9
28.9
25.77
25.43
27.55
31.25
30.54
28.81
28.87
29.73
28.73
30.65
31.01
29.58
25.85
25.85
26.8
30.56
30.82
30.57
30.43
29.67
28.91
28.93
28.9
27.12
26.2
25.74
26.24
