cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
43048.807336904676,3.094,0.0,0.0,0.0,0.0,12.865752342171152,0,0.0,OPTIMAL,318673.94085373543,0.0
