cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
6984.536033603949,2.797,4.409236057081169,0.0,0.0,4.409236057081169,3.717155951891405,0,1.7401173817849225e-15,OPTIMAL,517649.4279960839,0.0
