cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_real
-45959.27334585336,0.14411306381225586,27.444066399387626,0.0,0.0,27.444066399387626,-16.84106755069746,0,-1.2946241301214911e-14,OPTIMAL,-3831.029656562605
