RTD End Time Stamp,RTD 10 Min Non Sync,RTD 30 Min Non Sync,Real Time LBMP,Day Ahead LBMP
2019-02-28T20:45:00.0,0,0,32.75,31.9
2019-02-28T20:50:00.0,0,0,32.84,31.9
2019-02-28T20:55:00.0,0,0,36.16,31.57
2019-02-28T21:00:00.0,0,0,36.03,31.57
2019-02-28T21:05:00.0,0,0,35.33,31.57
2019-02-28T21:10:00.0,0,0,37.12,31.57
2019-02-28T21:15:00.0,0,0,36.54,31.57
2019-02-28T21:20:00.0,0,0,35.36,31.57
2019-02-28T21:25:00.0,0,0,35.27,31.57
2019-02-28T21:30:00.0,0,0,35.14,31.57
2019-02-28T21:35:00.0,0,0,35.37,31.57
2019-02-28T21:40:00.0,0,0,35.27,31.57
2019-02-28T21:45:00.0,0,0,35.27,31.57
2019-02-28T21:50:00.0,0,0,33.92,31.57
2019-02-28T21:55:00.0,0,0,41.69,28.52
2019-02-28T22:00:00.0,0,0,41.69,28.52
2019-02-28T22:05:00.0,0,0,40.46,28.52
2019-02-28T22:10:00.0,0,0,41.99,28.52
2019-02-28T22:15:00.0,0,0,41.99,28.52
2019-02-28T22:20:00.0,0,0,41.91,28.52
2019-02-28T22:25:00.0,0,0,40.39,28.52
2019-02-28T22:30:00.0,0,0,32.72,28.52
2019-02-28T22:35:00.0,0,0,32.71,28.52
2019-02-28T22:40:00.0,0,0,32.49,28.52
2019-02-28T22:45:00.0,0,0,32.56,28.52
2019-02-28T22:50:00.0,0,0,32.66,28.52
2019-02-28T22:55:00.0,0,0,40.55,27.22
2019-02-28T23:00:00.0,0,0,34.56,27.22
2019-02-28T23:05:00.0,0,0,29.24,27.22
2019-02-28T23:10:00.0,0,0,29.24,27.22
2019-02-28T23:15:00.0,0,0,34.07,27.22
2019-02-28T23:20:00.0,0,0,34,27.22
2019-02-28T23:25:00.0,0,0,33.97,27.22
2019-02-28T23:30:00.0,0,0,34.62,27.22
2019-02-28T23:35:00.0,0,0,33.9,27.22
2019-02-28T23:40:00.0,0,0,32.9,27.22
2019-02-28T23:45:00.0,0,0,29.18,27.22
2019-02-28T23:50:00.0,0,0,32.84,27.22
2019-02-28T23:55:00.0,0,0,33.81,26
