cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
21660.47773566976,46.859,4.556224563722634,166.2599999999996,-0.5854825422010711,4.556224563722634,7.1134573844564075,0,2.5191573002972256e-15,OPTIMAL,436827.1674874071,1.8034014991691876
