cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
35806.31843657915,26.422,0.0,60.00799999999957,0.38067753392996817,0.0,11.561613960794045,0,0.0,OPTIMAL,442829.1403321738,1.8636235205389295
