cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
7134.3094549105745,10.016,8.188341235390904,0.0,0.0,2.408958411390628,2.4407490437600323,0,-3.0004331469859623e-7,OPTIMAL
