cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
12370.567780969764,9.703,4.6477456744277905,0.0,0.0,5.889414703140584,5.933126034038256,0,-8.162300929060866e-7,OPTIMAL
