cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1106.9765540147603,54.203,0.0,74.99999999999989,9.940467408445932e-6,8.276470172028612,8.276460216932787,0,0.0,OPTIMAL,480506.131409262
