cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
-1366.8682634686168,48.25,12.261030361183689,62.59299999999985,3.7499891819460625,-2.0717317816066,-5.783366941734364,0,0.14598495261410704,OPTIMAL,474575.5536102451
