cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1520.136851483405,63.64,3.4662792022411093,62.97399999999993,-1.4430943619800982,6.809698749681734,8.252793121621512,0,-0.19632323678555696,OPTIMAL,477031.51450319635
