cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1449.0134738758884,54.984,6.195178096357841,43.85599999999987,-2.2372714021636817,4.526362036745906,6.763633442479285,0,0.06687640502240555,OPTIMAL,481386.5686021972
