cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1238.945493661739,65.141,0.0,74.14605549462759,2.174175561700214e-5,8.075711975384984,8.075690344345936,0,0.0,OPTIMAL,2.239911754523432e6
