cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1153.8220181704169,77.312,0.2984782869025042,74.14605549462759,2.1939327510685856e-5,8.527538600554433,8.527518243937873,0,-0.0035133136992211433,OPTIMAL,2.2378108624620126e6
