cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
2470.3179105132454,63.625,0.0,0.16905549462754046,0.018917856419146846,10.770637281627721,10.732735309977894,0,0.0,OPTIMAL,2.1764273353471747e6
