cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
3381.552579442065,58.859,0.0,53.289055494627476,0.28871548829957616,12.265653997965439,11.977163799676736,0,0.0,OPTIMAL,2.198674973364315e6
