cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
4962.750172324645,18.641,5.859373911188177,31.639999999999844,2.296292979944428,2.278788156056747,2.316876831150628,0,-8.082352036769657e-7,OPTIMAL
