cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
19369.741290755563,14.25,0.0,62.77699999999985,-1.4667587843396575,10.1139043357743,10.189237922543693,0,0.0,OPTIMAL
