cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
17580.467226602632,15.797,0.0,43.85599999999987,-3.7372798162464935,11.766744176894392,11.870673346794483,0,0.0,OPTIMAL
