cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_real
13594.241423816473,0.14199495315551758,0.0,0.0,0.0,0.0,8.691970219831504,0,0.0,OPTIMAL,2753.9801007369256
