cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
23001.18592191993,12.547,0.0,0.1079999999998469,-1.4873316331355446,11.102209102518074,11.187347238287904,0,0.0,OPTIMAL
