cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
39575.640543384005,18.609,0.6390177273061131,0.3049999999998482,0.03596171094157525,12.006379164778235,12.095244664848412,0,-2.7194054795016314e-7,OPTIMAL
