cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
47851.951012076184,15.234,0.0,12.589999999999838,-3.7495441057367658,16.203699512978673,16.36523632423946,0,0.0,OPTIMAL
