cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
994.3164943761303,43.469,0.0,74.99999999999989,8.574021362597454e-6,8.067485205683182,8.067476627798218,0,0.0,OPTIMAL,480381.68171484803
