cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
3344.415787778496,58.032,0.0,62.592999999999854,-1.4887023408228421,12.024088722498313,13.5127910617313,0,0.0,OPTIMAL,446928.5721015058
