cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
210.554478488475,53.75,12.311813580147653,62.97399999999993,-1.443116768000658,-1.9197853354821166,-0.47476189195199403,0,-1.256765526078178,OPTIMAL,472718.7221849372
