cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
43565.00682521623,13.687,0.269192548340603,0.0,0.0,12.297014326355468,12.390502510015995,0,-6.307929217997431e-7,OPTIMAL,452370.33815884736
