cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
13848.017518264345,10.765,0.2949649732032831,0.0,0.0,8.47488178551714,8.53235829837606,0,-2.002655076249654e-7,OPTIMAL,481156.30640549166
