cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
27569.28345920644,14.531,0.0,0.0,0.0,10.413089728783037,10.510592245217858,0,0.0,OPTIMAL,429656.03724724846
