cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
395.15739160486925,15.671,10.352810544185164,0.0,0.0,0.08808316545395692,0.11895165310200762,0,0.0023741607994454666,OPTIMAL,465877.26478722773
