cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
13395.159179223452,87.391,0.0,74.14605549462759,2.647004220344965e-6,8.282278261711319,8.345893569609627,0,0.0,OPTIMAL,481274.7576385299
