cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
18929.88773455954,118.532,0.0,29.626055494627465,-0.3298068261264312,8.720461897502167,8.788248716137206,0,0.0,OPTIMAL,437651.58075741096
