cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
3793.1336548210547,97.39,5.1761285249667415,31.43905549462757,3.74915516229177,1.665855493726569,1.7202420203270088,0,-7.19387575454333e-8,OPTIMAL,483683.95414541895
