cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
12890.26621780877,83.391,2.8570137547648145,74.14605549462759,3.5430170197023526e-5,6.747399899119058,6.795079714184908,0,-3.5245951968278883e-7,OPTIMAL,479916.2568823821
