pd_rt,pd_da
3.6584928453907053,3.5905238643737616
3.6750758255104863,3.5905238643737616
3.698313815885933,3.5905238643737616
3.7118273262548254,3.5905238643737616
3.754433471787373,3.5905238643737616
3.768589135166065,3.5905238643737616
3.7904992637797847,3.5905238643737616
3.81926883487691,3.5905238643737616
3.842042226273599,3.5905238643737616
3.8659127433868106,3.8659127433868106
3.904601520370812,3.8659127433868106
3.921374559984455,3.8659127433868106
3.943706768784523,3.8659127433868106
3.98178343857076,3.8659127433868106
4.010574118607414,3.8659127433868106
4.046341279175526,3.8659127433868106
4.0873052782390795,3.8659127433868106
4.1019971648879485,3.8659127433868106
4.128220506683896,3.8659127433868106
4.144732745810167,3.8659127433868106
4.181271513255088,3.8659127433868106
4.202313825362642,4.202313825362642
4.217838245005813,4.202313825362642
4.2529424965669955,4.202313825362642
4.2725826859726315,4.202313825362642
4.27909770705043,4.202313825362642
4.306732151948277,4.202313825362642
4.317001408556776,4.202313825362642
4.3305662880168825,4.202313825362642
4.344829212421391,4.202313825362642
4.355664732465124,4.202313825362642
4.378063571644615,4.202313825362642
4.3762831494819565,4.202313825362642
4.405796488478595,4.405796488478595
4.398658508817739,4.405796488478595
4.398499727349337,4.405796488478595
4.416362581211192,4.405796488478595
4.4057075572862745,4.405796488478595
4.417124158926555,4.405796488478595
4.435210458770807,4.405796488478595
4.445889473195725,4.405796488478595
4.435388103862224,4.405796488478595
4.443321587293458,4.405796488478595
4.452777397873296,4.405796488478595
4.450579632593789,4.405796488478595
4.450706326707991,4.450706326707991
4.445620013631982,4.450706326707991
4.440289968543746,4.450706326707991
4.4447750729622015,4.450706326707991
4.430199299396155,4.450706326707991
4.428778758315278,4.450706326707991
4.432377919680069,4.450706326707991
4.417587416959826,4.450706326707991
4.408895911695985,4.450706326707991
4.4081587311320805,4.450706326707991
4.40056641992013,4.450706326707991
4.402680244851283,4.450706326707991
4.373535064214849,4.373535064214849
4.388215874592219,4.373535064214849
4.356738107861615,4.373535064214849
4.363194506141166,4.373535064214849
4.3618806560293315,4.373535064214849
4.351670692977108,4.373535064214849
4.353470315787592,4.373535064214849
4.344158552160244,4.373535064214849
4.34548283280898,4.373535064214849
4.336547550993276,4.373535064214849
4.328569691806489,4.373535064214849
4.328294161381773,4.373535064214849
4.315704121372352,4.315704121372352
4.326766181699482,4.315704121372352
4.311377741804968,4.315704121372352
4.312097410280395,4.315704121372352
4.3052506065767595,4.315704121372352
4.290602667354385,4.315704121372352
4.301163744273884,4.315704121372352
4.291793231891197,4.315704121372352
4.290818168233184,4.315704121372352
4.282401118853863,4.315704121372352
4.277280321074079,4.315704121372352
4.264486721698088,4.315704121372352
4.262310255012128,4.262310255012128
4.2577256332964275,4.262310255012128
4.2556652938411315,4.262310255012128
4.274682056022184,4.262310255012128
4.258556816076728,4.262310255012128
4.251782212676427,4.262310255012128
4.25991913132576,4.262310255012128
4.2594415861326675,4.262310255012128
4.251111040545157,4.262310255012128
4.266666778966291,4.262310255012128
4.248855387519684,4.262310255012128
4.248941643657151,4.262310255012128
4.2520268585453636,4.2520268585453636
4.246597456638501,4.2520268585453636
4.238373041065425,4.2520268585453636
4.236640292252215,4.2520268585453636
4.247522194784509,4.2520268585453636
4.246355476650086,4.2520268585453636
4.233672427777439,4.2520268585453636
4.231728951657989,4.2520268585453636
4.242577351869853,4.2520268585453636
4.249804726461082,4.2520268585453636
4.2545461086982215,4.2520268585453636
4.238545214954068,4.2520268585453636
4.244897533164326,4.244897533164326
4.251956715644544,4.244897533164326
4.264862370817057,4.244897533164326
4.264082900888616,4.244897533164326
4.286877399062637,4.244897533164326
4.293976664481331,4.244897533164326
4.295426411818597,4.244897533164326
4.315884238267901,4.244897533164326
4.336213319230527,4.244897533164326
4.340717445252703,4.244897533164326
4.374127429005762,4.244897533164326
4.406240323871584,4.244897533164326
4.433247600346874,4.433247600346874
4.468746060637716,4.433247600346874
4.510839960965704,4.433247600346874
4.5597670090586,4.433247600346874
4.616428676889566,4.433247600346874
4.646980870332494,4.433247600346874
4.708821025404782,4.433247600346874
4.752966950503573,4.433247600346874
4.796728272664208,4.433247600346874
4.851089860772716,4.433247600346874
4.886409496079042,4.433247600346874
4.9326391984439875,4.433247600346874
4.972956091291215,4.972956091291215
5.0147832242623664,4.972956091291215
5.057506644076738,4.972956091291215
5.076160864586899,4.972956091291215
5.109832846906772,4.972956091291215
5.1295206166587555,4.972956091291215
5.1575912813098865,4.972956091291215
5.160053613510673,4.972956091291215
5.178611290504561,4.972956091291215
5.180963097754763,4.972956091291215
5.209520053839353,4.972956091291215
5.1998566402126905,4.972956091291215
5.21116413582429,5.21116413582429
5.217599832557239,5.21116413582429
5.219784335405564,5.21116413582429
5.205032606487376,5.21116413582429
5.197373489911381,5.21116413582429
5.191643641662046,5.21116413582429
5.181947225836219,5.21116413582429
5.163655635157478,5.21116413582429
5.158866734778342,5.21116413582429
5.145885821456741,5.21116413582429
5.103553832900146,5.21116413582429
5.1090545800071325,5.21116413582429
5.105713549601986,5.105713549601986
5.074660263520716,5.105713549601986
5.078294765688011,5.105713549601986
5.050479958155362,5.105713549601986
5.03477922773433,5.105713549601986
5.037645134301424,5.105713549601986
5.008515362238652,5.105713549601986
5.002191031288287,5.105713549601986
4.991125662999961,5.105713549601986
4.971992636096587,5.105713549601986
4.952010239197187,5.105713549601986
4.965089760039162,5.105713549601986
4.9411036613918204,4.9411036613918204
4.918397054727781,4.9411036613918204
4.896592560929475,4.9411036613918204
4.88305569628317,4.9411036613918204
4.877822707803721,4.9411036613918204
4.855546154881435,4.9411036613918204
4.857703489193197,4.9411036613918204
4.823526076001871,4.9411036613918204
4.798333224637837,4.9411036613918204
4.789588020199562,4.9411036613918204
4.7679198623459955,4.9411036613918204
4.7385797147999416,4.9411036613918204
4.722577445112387,4.722577445112387
4.680112291199509,4.722577445112387
4.662097696921858,4.722577445112387
4.634568305501013,4.722577445112387
4.61432613239754,4.722577445112387
4.5746015130474404,4.722577445112387
4.548671916880326,4.722577445112387
4.5059241510018975,4.722577445112387
4.473344760996067,4.722577445112387
4.439912187201543,4.722577445112387
4.406136693506874,4.722577445112387
4.384467928907158,4.722577445112387
4.338497978996873,4.338497978996873
4.312734493068758,4.338497978996873
4.287534815356751,4.338497978996873
4.233946969362029,4.338497978996873
4.196292724337857,4.338497978996873
4.172118517902101,4.338497978996873
4.1471282674594105,4.338497978996873
4.105803327616732,4.338497978996873
4.06779374901473,4.338497978996873
4.028360513126838,4.338497978996873
3.987373743772852,4.338497978996873
3.960433054817367,4.338497978996873
3.9305717182856603,3.9305717182856603
3.8821485053844653,3.9305717182856603
3.8505715110538303,3.9305717182856603
3.827003854377987,3.9305717182856603
3.7818882119604833,3.9305717182856603
3.7533545935210126,3.9305717182856603
3.7278180376931336,3.9305717182856603
3.672488179779472,3.9305717182856603
3.6470036823455585,3.9305717182856603
3.60994504906593,3.9305717182856603
3.6004003638355315,3.9305717182856603
3.567159281246894,3.9305717182856603
3.5293382180993325,3.5293382180993325
