cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1407.7479625515366,13.109,5.85978643777302,0.0,0.0,5.307536160300632,5.307535501713179,0,-0.3995508329552129,OPTIMAL,462129.8265619518
