cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1159.034587742155,9.687,0.0,0.0,0.0,8.564294986824619,8.564294983316419,0,0.0,OPTIMAL,483140.46162103576
